"C:\\Program Files\\Windows Defender\\MpCmdRun.exe""))"
"C:\\Program Files\\Windows Defender\\MpCmdRun.exe\"" -SignatureUpdate"";"
"C:\\Windows\\System32\\cmd.exe"", auth, cmd);"
"C:\\Windows\\System32\\cmd.exe\"" /K start"";"
C:\Users\breens\Documents\Visual Studio 2013\Projects\Potato\Potato\bin\Debug\SharpCifs.dll
C:\Users\breens\Documents\Visual Studio 2013\Projects\Potato\Potato\bin\Debug\SharpCifs.pdb
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Debug\NHttp.dll
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Debug\NHttp.pdb
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\NHttp.dll
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\NHttp.pdb
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\Potato.exe
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\Potato.exe.config
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\Potato.pdb
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\SharpCifs.dll
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Release\SharpCifs.pdb
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\obj\Release\Potato.csprojResolveAssemblyReference.cache
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\obj\Release\Potato.exe
C:\Users\breens\documents\visual studio 2013\Projects\Potato\Potato\obj\Release\Potato.pdb
c:\users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Debug\Potato.exe
c:\users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Debug\Potato.exe.config
c:\users\breens\documents\visual studio 2013\Projects\Potato\Potato\bin\Debug\Potato.pdb
c:\users\breens\documents\visual studio 2013\Projects\Potato\Potato\obj\Debug\Potato.csprojResolveAssemblyReference.cache
c:\users\breens\documents\visual studio 2013\Projects\Potato\Potato\obj\Debug\Potato.exe
c:\users\breens\documents\visual studio 2013\Projects\Potato\Potato\obj\Debug\Potato.pdb
