"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', 'A', '', 'A', '', '', '', '')"
"('', '', '', '', '', 'De', '', 'De', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'ce', '', 'ce', '', '', '', '')"
"('', '', '', '', '', 'd', '', 'd', '', '', '', '')"
"('', '', '', '', '', 'ded', '', 'ded', '', '', '', '')"
"('', '', '', '', '', 'e', '', 'e', '', '', '', '')"
"('', '', '', '', '', 'ed', '', 'ed', '', '', '', '')"
"('::', '::', '', '', '', '', '', '', '', '', '', '')"
