"[DllImport(""credui.dll"", CharSet = CharSet.Auto)"
"[DllImport(""ole32.dll"")"
"[StructLayout(LayoutKind.Sequential, CharSet = CharSet.Auto)"
"[System.Collections.Generic.List`1[[System.Collections.Generic.KeyValuePair`2[[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[[System.Collections.Generic.KeyValuePair`2[[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[assembly: AssemblyCompany("""")"
"[assembly: AssemblyConfiguration("""")"
"[assembly: AssemblyCopyright(""${AuthorCopyright}"")"
"[assembly: AssemblyCulture("""")"
"[assembly: AssemblyDescription("""")"
"[assembly: AssemblyKeyFile("""")"
"[assembly: AssemblyProduct("""")"
"[assembly: AssemblyTitle(""CredPhisher"")"
"[assembly: AssemblyTrademark("""")"
"[assembly: AssemblyVersion(""1.0.*"")"
"[assembly: global::System.Runtime.Versioning.TargetFrameworkAttribute("".NETFramework,Version=v4.8"", FrameworkDisplayName = "".NET Framework 4.8"")"
[+
[-
[0
[assembly: AssemblyDelaySign(false)
