"//              size of function parameters, sRDI flags (optional), output buffer (out), output buffer length (out)"
"// - Name:         Name of the function, if it exists."
"// Arguments:   DLL filename (in), function to execute on load (optional), function parameters (optional),"
"// Arguments:   Path to file (in), pointer to buffer (out), size of buffer (out)"
"// Create unicode string for ""lsass.exe"""
"// Description: Verify 64-bit architecture, elevated context, and SeDebugPrivilege (enable as needed)"
"// Dump failed, attempt to clean up"
"// Dump to ""log.txt"" in the current directory"
"// Failed to enumerate modules, check if buffer wasn't big enough"
"// Found lsass.exe, capture the PID"
"// Get system directory, e.g. c:\windows\system32"
"// Located SeDebugPrivilege, enable it if necessary"
"// Loop through modules, start at 1 to skip ourselves"
"// Returns:     Handle to dump file, NULL on failure"
"// Returns:     Handle to target process, NULL on failure"
"// Returns:     Major version, e.g. 5, 6, 10"
"// Returns:     Number of loaded modules, 0 on failure"
"// Returns:     PID, 0 on failure"
"// Returns:     True if all functions are resolved, false if any are not"
"// Returns:     True if all requirements are met, false if any are not"
"// Size of process info table, set by NtQuerySystemInformation"
"// Successfully enumerated modules, get module count"
"// Token is elevated, check/enable SeDebugPrivilege"
"// add r8, <Offset of the DLL> + <Length of DLL>"
"// add rcx, <Offset of the DLL>"
"// and rsp, 0x0FFFFFFFFFFFFFFF0 - Align the stack to 16 bytes"
"// mov dword ptr [rsp + 0x20], <Flags> - Push arg 5 just above shadow space"
"// mov edx, <hash of function>"
"// mov r8, rcx - copy our location in memory to r8 before we start modifying RCX"
"// mov r9d, <Length of User Data>"
"// mov rsi, rsp - store our current stack pointer for later"
"// mov rsp, rsi - Reset our original stack pointer"
"// sRDI successful, get MiniDumpWriteDump function pointer"
"// sub rsp, 0x30 - Create some breathing room on the stack "
//              https://docs.microsoft.com/en-us/previous-versions/windows/desktop/proc_snap/export-a-process-snapshot-to-a-file
// - Address:      The address of the function.
// - FreshBytes:   Fresh copy of the function stub from disk.
// - Handle:          Handle to the function's module.
// - HookedFunctions: Array of hooked functions.
// - ModuleHandle: Handle to the function's module.
// - Ordinal:      The ordinal number of the function.
// - Path:            File path of module.
// 32 bytes for shadow space + 8 bytes for last arg + 8 bytes for stack alignment
// 64-bit only
// Allocate buffer for array of module handles
// Allocate memory for process info
// Allocate memory to store current token privileges
// Append appropriate DLL name
// Append slash
// Apply updated privilege struct to token
// Arguments:   Char array containing path to DLL
// Arguments:   Handle to a DLL loaded via sRDI and the function name
// Arguments:   Pointer to a hooked function struct
// Arguments:   Pointer to a loaded module struct
// Arguments:   Pointer to wide char array containing destination file path
// Arguments:   Pointer to wide char array containing dump file path
// Arguments:   Pointer to wide char array containing path to file to delete
// Arguments:   Target process PID
// Assign current module handle to the struct
// Assign process info pointer to buffer
// Attempt to enumerate process modules again
// Bootstrap shellcode
// Buffer that will hold the final sRDI blob
// Called from: ConvertToShellcode
// Called from: Dump
// Called from: GetMiniDumpWriteDump
// Called from: LoadDLL
// Called from: PatchHooks
