"//
"//   A strongly-typed resource class, for looking up localized strings, etc."
"// <param name=""disposing"">true if managed resources should be disposed; otherwise, false.</param>"
"// COM, set the ComVisible attribute to true on that type."
"// Disable WinKey, Alt+Tab, Ctrl+Esc"
"// Even if a wrong password is typed, it might be valuable"
"// If correct password, save and close screen"
"// If for whatever reason the username couldn't be resolved, the password can most likely also not be validated"
"// Open registry, if path exists"
"// To add or remove a member, edit your .ResX file then rerun ResGen"
"// [assembly: AssemblyVersion(""1.0.*"")]"
"// with the /str option, or rebuild your VS project."
//      Build Number
//      Major Version"
//      Minor Version
//      Revision
//     Changes to this file may cause incorrect behavior and will be lost if"
//     Runtime Version:4.0.30319.42000
//     This code was generated by a tool.
//     the code is regenerated.
//   Looks up a localized resource of type System.Drawing.Bitmap.
//   Overrides the current thread's CurrentUICulture property for all
//   Returns the cached ResourceManager instance used by this class.
//   resource lookups using this strongly typed resource class.
// </auto-generated>
// </summary>
// <auto-generated>
// <summary>
// A = 65 < N = 78 < Z = 90
// Ask again if password is incorrect
// Block window from being closed using Alt + F4
// Clean up any resources being used.
// Could happen in case for example the (local) user's password is empty
// Create new black fullscreen window on every additional screen
// Custom image is used
// Default image is used
// Disabling Windows keys 
// Exit fake logon screen
// General Information about an assembly is controlled through the following
// Hide file
// Initialize new screen
// Just save the password and close the screen
// LogonScreen
// Make this the active window
// Minimize all other windows
// Obtain lock screen index
// Output result of logon screen
// Prevent black screen from being closed
// Print to console
// Required designer variable.
// Required method for Designer support - do not modify
// Set background
// Set focus on password box
// Set username
// Setting ComVisible to false makes the types in this assembly not visible
// Show
// Show all windows again
// Show black screen
// Show error
// Source: https://stackoverflow.com/a/3227562
// Source: https://stackoverflow.com/a/785110
// Store username and password in %localappdata%\Microsoft\user.db
// Structure contain information about low-level keyboard input event 
// The following GUID is for the ID of the typelib if this project is exposed to COM
// The main entry point for the application.
// This class was auto-generated by the StronglyTypedResourceBuilder
// Validate password
// Version information for an assembly consists of the following four values:
// You can specify all the values or you can default the Build and Revision Numbers"
// associated with an assembly.
// by using the '*' as shown below:
// class via a tool like ResGen or Visual Studio.
// if 0 is returned then All the above keys will be enabled
// lblError
// lblUsername
// llblResetPassword
// llblSigninOptions
// mtbPassword
// pPassword
// pbSubmit
// pbUser
// set of attributes. Change these attribute values to modify the information
// the contents of this method with the code editor.
// tlpControls
// to COM components.  If you need to access a type in this assembly from
