"('0.', '', '')"
"('1.', '', '')"
"('2.', '', '')"
"('8.', '', '')"
"('A0x3d2fcc08.', '', '')"
"('A0xacfd2147.', '', '')"
"('ADVAPI32.', '', '')"
"('Advapi32.', '', '')"
"('AtExitLock.', '', '')"
"('B.', '', '')"
"('CHANGELOG.', '', '')"
"('CRYPT32.', '', '')"
"('CXfD.', '', '')"
"('Cdt.', '', '')"
"('Crypt32.', '', '')"
"('DefaultDomain.', '', '')"
"('Et.', '', '')"
"('F.', '', '')"
"('GDI32.', '', '')"
"('I1.', '', '')"
"('K.', '', '')"
"('KERNEL32.', '', '')"
"('LICENSE.', '', '')"
"('LanguageSupport.', '', '')"
"('MANIFEST.', '', '')"
"('MSVCP140.', '', '')"
"('MSVCP140D.', '', '')"
"('N.', '', '')"
"('NDCXXgD.', '', '')"
"('NETAPI32.', '', '')"
"('P3.', '', '')"
"('Permissions.', '', '')"
"('R.', '', '')"
"('Rpcrt4.', '', '')"
"('Runtime.', '', '')"
"('S4.', '', '')"
"('Security.', '', '')"
"('System.', '', '')"
"('T0.', '', '')"
"('TfD.', '', '')"
"('ThisModule.', '', '')"
"('USER32.', '', '')"
"('VCRUNTIME140.', '', '')"
"('VCRUNTIME140D.', '', '')"
"('W5aC6rg.', '', '')"
"('Wininet.', '', '')"
"('Winsock.', '', '')"
"('X.', '', '')"
"('Y.', '', '')"
"('afL.', '', '')"
"('api-ms-win-crt-heap-l1-1-0.', '', '-0')"
"('api-ms-win-crt-runtime-l1-1-0.', '', '-0')"
"('bnf.', '', '')"
"('cert.', '', '')"
"('cin.', '', '')"
"('client.', '', '')"
"('cmd.', '', '')"
"('comodo.', '', '')"
"('comodoca.', '', '')"
"('comp.', '', '')"
"('ctx.', '', '')"
"('cvtVersion.', '', '')"
"('d.', '', '')"
"('dE.', '', '')"
"('debug.', '', '')"
"('dst.', '', '')"
"('exception.', '', '')"
"('exe.', '', '')"
"('explorer.', '', '')"
"('fD.', '', '')"
"('fL.', '', '')"
"('fT.', '', '')"
"('faq.', '', '')"
"('fsf.', '', '')"
"('ft.', '', '')"
"('g.', '', '')"
"('gB.', '', '')"
"('getzombiedata.', '', '')"
"('gfz.', '', '')"
"('ghost.', '', '')"
"('ghostlib.', '', '')"
"('github.', '', '')"
"('gnu.', '', '')"
"('google.', '', '')"
"('gpl.', '', '')"
"('imgur.', '', '')"
"('index.', '', '')"
"('ipify.', '', '')"
"('json.', '', '')"
"('kdRbg.', '', '')"
"('key.', '', '')"
"('l8.', '', '')"
"('libgcj-13.', '', '-13')"
"('link.', '', '')"
"('locale.', '', '')"
"('locale0.', '', '')"
"('metalinker.', '', '')"
"('mlang.', '', '')"
"('mscoree.', '', '')"
"('msvcrt.', '', '')"
"('name.', '', '')"
"('netpreserve.', '', '')"
"('ntdll.', '', '')"
"('ocsp.', '', '')"
"('ofL.', '', '')"
"('ole32.', '', '')"
"('openssl.', '', '')"
"('p.', '', '')"
"('processInfo.', '', '')"
"('processName.', '', '')"
"('robots.', '', '')"
"('rohitab.', '', '')"
"('s.', '', '')"
"('shell32.', '', '')"
"('sqlite3.', '', '')"
"('std.', '', '')"
"('svchost.', '', '')"
"('t.', '', '')"
"('tMfT.', '', '')"
"('tQfT.', '', '')"
"('tW2pS.', '', '')"
"('taskbarIcon.', '', '')"
"('taskmgr.', '', '')"
"('techtarget.', '', '')"
"('text.', '', '')"
"('tfD.', '', '')"
"('tfL.', '', '')"
"('this.', '', '')"
"('to.', '', '')"
"('tofT.', '', '')"
"('u.', '', '')"
"('ucrtbased.', '', '')"
"('user32.', '', '')"
"('usertrust.', '', '')"
"('v.', '', '')"
"('valstr.', '', '')"
"('value.', '', '')"
"('vi.', '', '')"
"('w3.', '', '')"
"('warc.', '', '')"
"('wbemuuid.', '', '')"
"('wget.', '', '')"
"('why-not-lgpl.', '', '-lgpl')"
"('www.', '', '')"
"('x.', '', '')"
"('xemacs.', '', '')"
"('zombie.', '', '')"
