"Console.WriteLine(""  [!] GetSystem("
"Console.WriteLine(""  [*] Already SYSTEM, not elevating\n"
"Console.WriteLine(""  [*] Elevated to SYSTEM\n"
"Console.WriteLine(""  [*] Targeting group SIDs:"
"Console.WriteLine(""  [X] Error elevating to SYSTEM!"
"Console.WriteLine(""  [X] Not high integrity!"
"Console.WriteLine(""  [X] QuerySecurityContextToken("
"Console.WriteLine(""\n  Koh.exe <list "
"Console.WriteLine(""\n __  ___   ______    __    __  "
"Console.WriteLine(""\n[X] No sessions captured and error with AcquireCredentialsHandle, exiting..."
"Console.WriteLine(""|    <   "
"Console.WriteLine(""|  "
"Console.WriteLine(""|  '  /  "
"Console.WriteLine(""|  .  \\  "
"Console.WriteLine(""|__"
"Console.WriteLine($""                     v{Version}\n"
"Console.WriteLine($""      AuthPackage           : {session.AuthPackage}"
"Console.WriteLine($""      Credential UserName   : {session.CredentialUserName}"
"Console.WriteLine($""      LUID                  : {session.Luid}"
"Console.WriteLine($""      LogonType             : {session.LogonType}"
"Console.WriteLine($""      Origin LUID           : {(ulong"
"Console.WriteLine($""      User SID              : {session.SID}"
"Console.WriteLine($""      UserName              : {session.UserName}"
"Console.WriteLine($""      {sidString}"
"Console.WriteLine($""  [!] Error in LogonSessions("
"Console.WriteLine($""  [!] Error with calling LsaEnumerateLogonSessions: {ret}"
"Console.WriteLine($""  [!] Error with calling LsaGetLogonSessionData on LUID {luidPtr}: {ret}"
"Console.WriteLine($""  [!] Exception: ${e}"
"Console.WriteLine($""  [!] Unhandled terminating exception: {e}"
"Console.WriteLine($""  [X] AcquireCredentialsHandle for LUID {luid} failed. Error: 0x{res:x8}"
"Console.WriteLine($""  [X] AcquireCredentialsHandle for LUID {luid} failed. Error: SEC_E_NO_CREDENTIALS"
"Console.WriteLine($""  [X] Error conecting to {pipeName} : {ex.Message} ({ex.ErrorCode}"
"Console.WriteLine($""  [X] Error retrieving computer name via GetComputerName("
"Console.WriteLine($""  [X] Exception: {e}"
"Console.WriteLine($""  [X] First AcceptSecurityContext("
"Console.WriteLine($""  [X] First InitializeSecurityContext("
"Console.WriteLine($""  [X] Second AcceptSecurityContext("
"Console.WriteLine($""  [X] Second InitializeSecurityContext("
"Console.WriteLine($""DEBUG ({DateTime.Now}"
"Console.WriteLine($""DEBUG Error running QueryCredentialsAttributes: {ret}"
"Console.WriteLine($""DEBUG Successfully got a credential handle to LUID: {luid}"
"Console.WriteLine($""DEBUG Successfully negotiated credential to token: {token}"
"Console.WriteLine($""[*] Credential dt: {dt}"
"Console.WriteLine($""[*] fileTime: {fileTime}"
"Console.WriteLine($""\n      [*] Hit token capture limit of {Program.maxTokens}, not capturing additional tokens\n"
"Console.WriteLine($""\n      [*] Successfully negotiated a token for LUID {session.Luid} (hToken: {hToken}"
"Console.WriteLine($""\n    [X] Error negotiating a token for LUID {session.Luid} (hToken: {hToken}"
"Console.WriteLine($""\n  [*] Command: {command}"
"Console.WriteLine($""\n  [*] Hit token capture limit of {Program.maxTokens}, not capturing additional tokens\n"
"Console.WriteLine($""\n  [*] New Logon Session     : {DateTime.Now}"
"Console.WriteLine($""\n  [*] Starting server with named pipe: {_pipeName}"
