"//
"// (MSDN: ""the structure members are not used, initalize them to NULL or zero"")"
"// COM, set the ComVisible attribute to true on that type."
"// [assembly: AssemblyVersion(""1.0.*"")]"
//      Build Number
//      Major Version"
//      Minor Version
//      Revision
// A pointer to an LSA_HANDLE variable that receives a handle to the Policy object.
// And from https://www.pinvoke.net/default.aspx/advapi32/LsaOpenPolicy.html
// C$# implementation of https://keithga.wordpress.com/2013/12/19/sysinternals-autologon-and-securely-encrypting-passwords/
// General Information about an assembly is controlled through the following
// LsaOpenPolicy function opens a handle to the Policy object on a local or remote system.
// Setting ComVisible to false makes the types in this assembly not visible
// The following GUID is for the ID of the typelib if this project is exposed to COM
// This was hard coded in keithga's binary - https://docs.microsoft.com/en-us/windows/win32/secauthz/access-mask
// This was started from the sample code above (which I originally found on code project). Then https://www.pinvoke.net/default.aspx/advapi32/LsaOpenPolicy.html
// Version information for an assembly consists of the following four values:
// You can specify all the values or you can default the Build and Revision Numbers"
// associated with an assembly.
// by using the '*' as shown below:
// set of attributes. Change these attribute values to modify the information
// to COM components.  If you need to access a type in this assembly from
