"('A', 'S', '')"
"('A', 'WA', '')"
"('A', 'g', '')"
"('B', 'G', '')"
"('B', 'Xs3', '')"
"('B', 'wF', '')"
"('C', 'YoKDfhfZ-08eo', '')"
"('C', 'ZX', '')"
"('D', 'W', '')"
"('E', 'N4', '')"
"('F', 'c', '')"
"('G', '3d', '')"
"('G', '7', '')"
"('G', 'KuxD-t)YYK9t', '')"
"('G', 'M6', '')"
"('G', 'Za', '')"
"('H', 'N', '')"
"('H', 'p0', '')"
"('I', 'T', '')"
"('I', 'jGC', '')"
"('J', 'QE', '')"
"('J', 'f', '')"
"('J', 'y', '')"
"('K', 'j', '')"
"('K', 'ug', '')"
"('K', 'xh', '')"
"('M', ""2djI'"", '')"
"('M', 'Mu', '')"
"('M', 'cd', '')"
"('M', 'd', '')"
"('N', 'On', '')"
"('N', 'Y', '')"
"('O', 'P', '')"
"('O', 'y_ee', '')"
"('Q', '19sb-(Xa', '')"
"('Q', '3', '')"
"('Q', 'B5PHL', '')"
"('Q', 'G', '')"
"('Q', 'J', '')"
"('Q', 'ZFK2', '')"
"('Q', 'ol', '')"
"('R', '2', '')"
"('R', '3', '')"
"('R', 'B', '')"
"('R', 'Q', '')"
"('R', 'r', '')"
"('R', 'ykkVNl', '')"
"('S', '2', '')"
"('S', 'Tvmt', '')"
"('S', 'fnn', '')"
"('S', 'gC', '')"
"('T', '0', '')"
"('T', '5bN', '')"
"('U', '0', '')"
"('U', '5h2alV', '')"
"('U', '6A', '')"
"('U', 'Vl', '')"
"('V', 'g', '')"
"('V', 'x', '')"
"('W', 'S_', '')"
"('W', 'Z', '.C')"
"('X', '7T)8', '')"
"('X', 'b', '')"
"('X', 'c', '')"
"('X', 'ea', '')"
"('X', 'p', '')"
"('Y', 'UAnUK', '')"
"('Z', '8m8', '')"
"('Z', 'ZnA', '')"
"('a', '0', '')"
"('a', 'K', '')"
"('a', 'LQ', '')"
"('a', 'R', '')"
"('a', 'uGw', '')"
"('b', '3', '')"
"('b', 'lI', '')"
"('c', 'O', '')"
"('c', 'ir', '')"
"('c', 'q', '')"
"('c', 'uN', '')"
"('d', 'P~x', '')"
"('d', 'TjB6', '')"
"('d', 'Vx', '')"
"('d', 'ak', '')"
"('e', 'Z', '')"
"('e', 'iKT', '')"
"('f', 'Q', '')"
"('f', 'Xa-', '')"
"('g', 'J', '')"
"('g', 'qe', '')"
"('h', '4WA', '')"
"('h', 'A', '')"
"('h', 'V', '')"
"('h', 'h', '')"
"('h', 'x8FsPH9-VKPYu', '')"
"('i', 'g', '')"
"('i', 'p', '')"
"('i', 'x', '')"
"('j', 'Y', '')"
"('j', 'o', '')"
"('k', '1', '')"
"('k', '5', '')"
"('k', 'oMnrK', '')"
"('l', '6F', '')"
"('l', '9m', '')"
"('l', 'D', '')"
"('l', 's6\\G', '')"
"('m', '6t', '')"
"('m', 'E7', '')"
"('m', 'J', '')"
"('m', 'Oj', '')"
"('m', 'dz', '')"
"('n', 'g', '')"
"('n', 'i', '')"
"('o', '4)sRreE', '')"
"('o', 'KD', '')"
"('p', 'M', '')"
"('p', 'T', '')"
"('p', 'gI', '')"
"('p', 'uk', '')"
"('q', 'l8C', '')"
"('q', 'y', '')"
"('r', 'GJ', '')"
"('r', 'jOL3uX', '')"
"('r', 'n9', '')"
"('r', 'q', '')"
"('s', '3', '')"
"('s', '4', '')"
"('s', 'E', '')"
"('s', 'cF', '')"
"('s', 'k', '')"
"('t', 'Jy', '')"
"('t', 'nVR', '')"
"('t', 'o', '')"
"('t', 'r3g', '')"
"('u', '22', '')"
"('u', 'Ku', '')"
"('u', 'L1I', '')"
"('u', 'fR', '')"
"('u', 'y', '')"
"('v', 'JQ', '')"
"('w', 'Nl', '')"
"('x', ""sP'M"", '')"
"('x', '0Q31', '')"
"('y', 'Di', '')"
"('y', 'b', '')"
"('y', 'imO', '')"
"('y', 'p', '')"
"('z', 'Z', '')"
"('z', 'h', '')"
"('z', 'y', '')"
"('z', 'z', '')"
