"('0.', '', '')"
"('29.', '', '')"
"('55.', '', '')"
"('56.', '', '')"
"('68.', '', '')"
"('ACE.', '', '')"
"('ACL.', '', '')"
"('ACLSearcherArguments.', '', '')"
"('ADObject.', '', '')"
"('ASCII.', '', '')"
"('ASN1InputStream.', '', '')"
"('Access.', '', '')"
"('AccessControl.', '', '')"
"('AccessMask.', '', '')"
"('Account.', '', '')"
"('AccountManagement.', '', '')"
"('ActiveDirectory.', '', '')"
"('Admin.', '', '')"
"('AdminSecurityIdentifier.', '', '')"
"('AdsPath.', '', '')"
"('AesObject.', '', '')"
"('AllGUIDs.', '', '')"
"('AppDomain.', '', '')"
"('AppSeq.', '', '')"
"('Asn1.', '', '')"
"('Assembly.', '', '')"
"('AssemblyBuilder.', '', '')"
"('AttributeCollection.', '', '')"
"('Attributes.', '', '')"
"('Automation.', '', '')"
"('AvoidHex.', '', '')"
"('Base64Decoded.', '', '')"
"('BindServer.', '', '')"
"('BitFlag.', '', '')"
"('BoundParameters.', '', '')"
"('CName.', '', '')"
"('CSVStream.', '', '')"
"('CSVWriter.', '', '')"
"('Check.', '', '')"
"('CipherText.', '', '')"
"('ClientCertificates.', '', '')"
"('CodeAnalysis.', '', '')"
"('Collections.', '', '')"
"('Commands.', '', '')"
"('CommonPropertyGuidMapping.', '', '')"
"('CommonPropertyNameMapping.', '', '')"
"('Compression.', '', '')"
"('Computer.', '', '')"
"('ComputerName.', '', '')"
"('Context.', '', '')"
"('Controls.', '', '')"
"('ConvertedIdentity.', '', '')"
"('ConvertedIdentityInstance.', '', '')"
"('Cookie.', '', '')"
"('Costura.', '', '')"
"('Cpassword.', '', '')"
"('Cred.', '', '')"
"('Credential.', '', '')"
"('Cryptography.', '', '')"
"('CurrentThread.', '', '')"
"('DCDN.', '', '')"
"('DCSID.', '', '')"
"('DEMO.', '', '')"
"('DFSSearcher.', '', '')"
"('DFSsearcher.', '', '')"
"('DN.', '', '')"
"('DNSRecord.', '', '')"
"('DNSSearcher.', '', '')"
"('DNSSearcher1.', '', '')"
"('DNSSearcher2.', '', '')"
"('DPDictionary.', '', '')"
"('DataSources.', '', '')"
"('DataToEnd.', '', '')"
"('DecryptorObject.', '', '')"
"('DeflatedStream.', '', '')"
"('DelegateFrom.', '', '')"
"('Delegated.', '', '')"
"('Descriptor.', '', '')"
"('DirectoryServices.', '', '')"
"('DistinguishedName.', '', '')"
"('Distinguishedname.', '', '')"
"('DllImport.', '', '')"
"('Domain.', '', '')"
"('DomainName.', '', '')"
"('DomainObject.', '', '')"
"('DomainTrust.', '', '')"
"('Domains.', '', '')"
"('DsDomain.', '', '')"
"('EXAMPLE.', '', '')"
"('Emit.', '', '')"
"('EncSec.', '', '')"
"('Encoded.', '', '')"
"('EndTime.', '', '')"
"('Entries.', '', '')"
"('Entry.', '', '')"
"('EnumBuilder.', '', '')"
"('EnumElements.', '', '')"
"('Event.', '', '')"
"('ExSrvBuild.', '', '')"
"('File.', '', '')"
"('Filetest.', '', '')"
"('Filter.', '', '')"
"('Filters.', '', '')"
"('Forest.', '', '')"
"('ForestObject.', '', '')"
"('ForestTrust.', '', '')"
"('FoundDomain.', '', '')"
"('FoundForest.', '', '')"
"('FullName.', '', '')"
"('Function.', '', '')"
"('GPO.', '', '')"
"('GPODN.', '', '')"
"('GPOGroup.', '', '')"
"('GPOgroup.', '', '')"
"('Generic.', '', '')"
"('Globalization.', '', '')"
"('GptTmpl.', '', '')"
"('Group.', '', '')"
"('GroupContext.', '', '')"
"('GroupDistinguishedName.', '', '')"
"('GroupFoundDN.', '', '')"
"('GroupManager.', '', '')"
"('GroupName.', '', '')"
"('GroupSID.', '', '')"
"('GroupSearcher.', '', '')"
"('Groups.', '', '')"
"('Guids.', '', '')"
"('Hours.', '', '')"
"('ILGenerator.', '', '')"
"('ILGenerator2.', '', '')"
"('IO.', '', '')"
"('IV.', '', '')"
"('Identity.', '', '')"
"('IdentityFilter.', '', '')"
"('IdentityInstance.', '', '')"
"('IdentityParts.', '', '')"
"('IdentityReference.', '', '')"
"('IdentityReferenceDN.', '', '')"
"('IdentitySearcher.', '', '')"
"('ImplicitConverter.', '', '')"
"('Info.', '', '')"
"('Info2.', '', '')"
"('InnerException.', '', '')"
"('InputString.', '', '')"
"('InteropServices.', '', '')"
"('Ix.', '', '')"
"('KerberosPolicy.', '', '')"
"('Key.', '', '')"
"('LAPSBitLocker.', '', '')"
"('LOGONSERVER.', '', '')"
"('List.', '', '')"
"('LocalGroup.', '', '')"
"('LocalGroupMember.', '', '')"
"('LocalUser.', '', '')"
"('LogoffTime.', '', '')"
"('LogonHoursArray.', '', '')"
"('LogonTime.', '', '')"
"('M.', '', '')"
"('MachineSid.', '', '')"
"('Management.', '', '')"
"('MappedComputers.', '', '')"
"('MappedPaths.', '', '')"
"('Matches.', '', '')"
"('MaxValue.', '', '')"
"('MbQ.', '', '')"
"('Member.', '', '')"
"('MemberDN.', '', '')"
"('MemberSimpleName.', '', '')"
"('Members.', '', '')"
"('Membership.', '', '')"
"('Memberships.', '', '')"
"('Method.', '', '')"
"('MethodParameters.', '', '')"
"('Methods.', '', '')"
"('Module.', '', '')"
"('Mutex.', '', '')"
"('MyInvocation.', '', '')"
"('Name.', '', '')"
"('Net.', '', '')"
"('NetResourceInstance.', '', '')"
"('NetworkCredential.', '', '')"
"('NewField.', '', '')"
"('NewGUID.', '', '')"
"('Next.', '', '')"
"('Nn.', '', '')"
"('Nops.', '', '')"
"('Now.', '', '')"
"('OID.', '', '')"
"('OU.', '', '')"
"('OUSearcher.', '', '')"
"('Obj.', '', '')"
"('Object.', '', '')"
"('ObjectAceType.', '', '')"
"('ObjectCSV.', '', '')"
"('ObjectDN.', '', '')"
"('ObjectDirectoryEntry.', '', '')"
"('ObjectModel.', '', '')"
"('ObjectSearcher.', '', '')"
"('ObjectSecurity.', '', '')"
"('Options.', '', '')"
"('Org.', '', '')"
"('Out.', '', '')"
"('OutFilter.', '', '')"
"('OutObject.', '', '')"
