"('http://', 'ht', '', '', '', '')"
"('http://', 'ht', '', '/1590', '/', '1590')"
"('http://', 'ht', '', '/2008/05/25/system-directoryservices-accountmanagement', '/', '2008/05/25/system-directoryservices-accountmanagement')"
"('http://', 'ht', '', '/2010/01/19/Export-Csv-append', '/', '2010/01/19/Export-Csv-append')"
"('http://', 'ht', '', '/2012/06/exploiting-windows-2008-group-policy.html', '/', '2012/06/exploiting-windows-2008-group-policy.html')"
"('http://', 'ht', '', '/2013/05/30/powershell-simple-way-to-add-dynamic-parameters-to-advanced-function', '/', '2013/05/30/powershell-simple-way-to-add-dynamic-parameters-to-advanced-function')"
"('http://', 'ht', '', '/2014/11/27/quick-hits-credentials-and-dynamic-parameters', '/', '2014/11/27/quick-hits-credentials-and-dynamic-parameters')"
"('http://', 'ht', '', '/2189', '/', '2189')"
"('http://', 'ht', '', '/Forums/scriptcenter/en-US/0c5b3f83-e528-4d49-92a4-dee31f4b481c/finding-the-dn-of-the-the-domain-without-admodule-in-powershell?forum=ITCG', '/', 'Forums/scriptcenter/en-US/0c5b3f83-e528-4d49-92a4-dee31f4b481c/finding-the-dn-of-the-the-domain-without-admodule-in-powershell?forum=ITCG')"
"('http://', 'ht', '', '/active-directory/translating-active-directory-object-names-between-formats', '/', 'active-directory/translating-active-directory-object-names-between-formats')"
"('http://', 'ht', '', '/b/ashleymcglone/archive/2013/03/25/active-directory-ou-permissions-report-free-powershell-script-download.aspx', '/', 'b/ashleymcglone/archive/2013/03/25/active-directory-ou-permissions-report-free-powershell-script-download.aspx')"
"('http://', 'ht', '', '/en-us/library/aa772211', '/', 'en-us/library/aa772211')"
"('http://', 'ht', '', '/en-us/library/windows/desktop/ms685981', '/', 'en-us/library/windows/desktop/ms685981')"
"('http://', 'ht', '', '/exploiting-windows-2008-group-policy-preferences', '/', 'exploiting-windows-2008-group-policy-preferences')"
"('http://', 'ht', '', '/questions/21288220/get-all-local-members-and-groups-displayed-together', '/', 'questions/21288220/get-all-local-members-and-groups-displayed-together')"
"('http://', 'ht', '', '/questions/28029872/retrieving-security-descriptor-and-getting-number-for-filesystemrights', '/', 'questions/28029872/retrieving-security-descriptor-and-getting-number-for-filesystemrights')"
"('http://', 'ht', '', '/wp/forums/topic/invpke-parallel-need-help-to-clone-the-current-runspace', '/', 'wp/forums/topic/invpke-parallel-need-help-to-clone-the-current-runspace')"
"('https://', 'ht', 's', '/0xe7/PowerSploit/tree/master/Recon/PowerView.ps1', '/', '0xe7/PowerSploit/tree/master/Recon/PowerView.ps1')"
"('https://', 'ht', 's', '/2015/08/10/dynamic-parameters-validateset-and-enums', '/', '2015/08/10/dynamic-parameters-validateset-and-enums')"
"('https://', 'ht', 's', '/61106960/adPEAS/main/adPEAS.ps1', '/', '61106960/adPEAS/main/adPEAS.ps1')"
"('https://', 'ht', 's', '/61106960/adPEAS/raw/main/images/adPEAS_large.jpg', '/', '61106960/adPEAS/raw/main/images/adPEAS_large.jpg')"
"('https://', 'ht', 's', '/?p=1906', '/', '?p=1906')"
"('https://', 'ht', 's', '/BloodHoundAD/SharpHound', '/', 'BloodHoundAD/SharpHound')"
"('https://', 'ht', 's', '/DidierStevens/DidierStevensSuite/blob/master/decode-vbe.py', '/', 'DidierStevens/DidierStevensSuite/blob/master/decode-vbe.py')"
"('https://', 'ht', 's', '/Encode-and-Decode-a-VB-a480d74c', '/', 'Encode-and-Decode-a-VB-a480d74c')"
"('https://', 'ht', 's', '/Forums/windowsserver/en-US/df3bfd33-c070-4a9c-be98-c4da6e591a0a/forum-faq-using-powershell-to-assign-permissions-on-active-directory-objects?forum=winserverpowershell', '/', 'Forums/windowsserver/en-US/df3bfd33-c070-4a9c-be98-c4da6e591a0a/forum-faq-using-powershell-to-assign-permissions-on-active-directory-objects?forum=winserverpowershell')"
"('https://', 'ht', 's', '/GhostPack/Certify', '/', 'GhostPack/Certify')"
"('https://', 'ht', 's', '/RamblingCookieMonster/PowerShell/blob/master/New-DynamicParam.ps1', '/', 'RamblingCookieMonster/PowerShell/blob/master/New-DynamicParam.ps1')"
"('https://', 'ht', 's', '/SpecterOps/BloodHound', '/', 'SpecterOps/BloodHound')"
"('https://', 'ht', 's', '/bcgit/bc-csharp', '/', 'bcgit/bc-csharp')"
"('https://', 'ht', 's', '/blog/fun-with-active-directorys-admincount-attribute', '/', 'blog/fun-with-active-directorys-admincount-attribute')"
"('https://', 'ht', 's', '/certified-pre-owned-d95910965cd2', '/', 'certified-pre-owned-d95910965cd2')"
"('https://', 'ht', 's', '/cfalta/PoshADCS', '/', 'cfalta/PoshADCS')"
"('https://', 'ht', 's', '/darkoperator/Posh-SecMod/blob/master/Discovery/Discovery.psm1#L407', '/', 'darkoperator/Posh-SecMod/blob/master/Discovery/Discovery.psm1#L407')"
"('https://', 'ht', 's', '/en-us/kb/305144', '/', 'en-us/kb/305144')"
"('https://', 'ht', 's', '/en-us/library/aa383861', '/', 'en-us/library/aa383861')"
"('https://', 'ht', 's', '/en-us/library/aa772266%28v=vs.85%29.aspx', '/', 'en-us/library/aa772266%28v=vs.85%29.aspx')"
"('https://', 'ht', 's', '/en-us/library/cc227147.aspx', '/', 'en-us/library/cc227147.aspx')"
"('https://', 'ht', 's', '/en-us/library/cc230324.aspx', '/', 'en-us/library/cc230324.aspx')"
