"{ ""pod"", ""node"", ""service"", ""replicationcontroller"" "
"{ ""pods"", ""nodes"", ""services"", ""svc"", ""replicationcontrollers"", ""rc"" "
"{ %d, \""%s\"", \""%s\"" "
"{ A = 'A', Z = 'Z', a = 'a', z = 'z' "
"{ _ = term.Restore(int(os.Stdin.Fd()), oldState) "
"{ _ = terminal.Restore(int(os.Stdin.Fd()), oldState) "
"{ _, _ = io.Copy(ptmx, os.Stdin) "
"{ c[i], c[j] = c[j], c[i] "
"{ caddr_t mmap(caddr_t addr, size_t len, int prot, int flags, int fd, int pad, off_t pos); "
"{ caddr_t mmap(caddr_t addr, size_t len, int prot, int flags, int fd, off_t pos); "
"{ caddr_t shmat(int shmid, const void *shmaddr, int shmflg); "
"{ echo ""Unable to find KnownFolders.h"" >&2; exit 1; "
"{ echo ""Unable to find ntstatus.h"" >&2; exit 1; "
"{ echo ""Unable to find winerror.h"" >&2; exit 1; "
"{ fcntl(fd, F_SETFD, FD_CLOEXEC) "
"{ fmt.Println("""") "
"{ int __acl_aclcheck_fd(int filedes, acl_type_t type, struct acl *aclp); "
"{ int __acl_aclcheck_file(const char *path, acl_type_t type, struct acl *aclp); "
"{ int __acl_aclcheck_link(const char *path, acl_type_t type, struct acl *aclp); "
"{ int __acl_delete_fd(int filedes, acl_type_t type); "
"{ int __acl_delete_file(const char *path, acl_type_t type); "
"{ int __acl_delete_link(const char *path, acl_type_t type); "
"{ int __acl_get_fd(int filedes, acl_type_t type, struct acl *aclp); "
"{ int __acl_get_file(const char *path, acl_type_t type, struct acl *aclp); "
"{ int __acl_get_link(const char *path, acl_type_t type, struct acl *aclp); "
"{ int __acl_set_fd(int filedes, acl_type_t type, struct acl *aclp); "
"{ int __acl_set_file(const char *path, acl_type_t type, struct acl *aclp); "
"{ int __acl_set_link(const char *path, acl_type_t type, struct acl *aclp); "
"{ int __cap_rights_get(int version, int fd, cap_rights_t *rightsp); "
"{ int __getcwd(char *buf, u_int buflen); "
"{ int __getcwd(u_char *buf, u_int buflen); "
"{ int __mac_execve(char *fname, char **argv, char **envv, struct mac *mac_p); "
"{ int __mac_get_fd(int fd, struct mac *mac_p); "
"{ int __mac_get_file(const char *path_p, struct mac *mac_p); "
"{ int __mac_get_link(const char *path_p, struct mac *mac_p); "
"{ int __mac_get_pid(pid_t pid, struct mac *mac_p); "
"{ int __mac_set_fd(int fd, struct mac *mac_p); "
"{ int __mac_set_file(const char *path_p, struct mac *mac_p); "
"{ int __mac_set_link(const char *path_p, struct mac *mac_p); "
"{ int __semctl(int semid, int semnum, int cmd, union semun *arg); "
"{ int __sysctl(int *name, u_int namelen, void *old, size_t *oldlenp, void *new, size_t newlen); "
"{ int _umtx_op(void *obj, int op, u_long val, void *uaddr1, void *uaddr2); "
"{ int abort2(const char *why, int nargs, void **args); "
"{ int accept(int s, caddr_t name, int *anamelen); "
"{ int accept(int s, struct sockaddr * __restrict name, __socklen_t * __restrict anamelen); "
"{ int accept4(int s, caddr_t name, int *anamelen, int flags); "
"{ int accept4(int s, struct sockaddr * __restrict name, __socklen_t * __restrict anamelen, int flags); "
"{ int access(char *path, int amode); "
"{ int access(char *path, int flags); "
"{ int adjtime(struct timeval *delta, struct timeval *olddelta); "
"{ int aio_cancel(int fd, struct aiocb *aiocbp); "
"{ int aio_fsync(int op, struct aiocb *aiocbp); "
"{ int aio_suspend( struct aiocb * const * aiocbp, int nent, const struct timespec *timeout); "
"{ int aio_suspend(struct aiocb * const * aiocbp, int nent, const struct timespec *timeout); "
"{ int aio_waitcomplete(struct aiocb **aiocbp, struct timespec *timeout); "
"{ int audit(const void *record, u_int length); "
"{ int auditon(int cmd, void *data, u_int length); "
"{ int bind(int s, caddr_t name, int namelen); "
"{ int bindat(int fd, int s, caddr_t name, int namelen); "
"{ int cap_fcntls_get(int fd, uint32_t *fcntlrightsp); "
"{ int cap_fcntls_limit(int fd, uint32_t fcntlrights); "
"{ int cap_ioctls_limit(int fd, const u_long *cmds, size_t ncmds); "
"{ int cap_rights_limit(int fd, cap_rights_t *rightsp); "
"{ int chflags(const char *path, u_long flags); "
"{ int chflagsat(int fd, const char *path, u_long flags, int atflag); "
"{ int chflagsat(int fd, const char *path, u_long flags, int atflags);"
"{ int chmod(char *path, int mode); "
"{ int chown(char *path, int uid, int gid); "
"{ int clock_getcpuclockid2(id_t id,int which, clockid_t *clock_id); "
"{ int clock_getres(clockid_t clock_id, struct timespec *tp); "
"{ int clock_gettime(clockid_t clock_id, struct timespec *tp); "
"{ int clock_nanosleep(clockid_t clock_id, int flags, const struct timespec *rqtp, struct timespec *rmtp); "
"{ int clock_settime( clockid_t clock_id, const struct timespec *tp); "
"{ int clock_settime(clockid_t clock_id, const struct timespec *tp); "
"{ int connect(int s, caddr_t name, int namelen); "
"{ int connectat(int fd, int s, caddr_t name, int namelen); "
"{ int cpuset_getaffinity(cpulevel_t level, cpuwhich_t which, id_t id, size_t cpusetsize, cpuset_t *mask); "
"{ int cpuset_getid(cpulevel_t level, cpuwhich_t which, id_t id, cpusetid_t *setid); "
"{ int cpuset_setaffinity(cpulevel_t level, cpuwhich_t which, id_t id, size_t cpusetsize, const cpuset_t *mask); "
"{ int cpuset_setid(cpuwhich_t which, id_t id, cpusetid_t setid); "
"{ int dup2(int from, int to); "
"{ int dup2(u_int from, u_int to); "
"{ int eaccess(char *path, int amode); "
"{ int eaccess(char *path, int flags); "
"{ int execve(char *fname, char **argv, char **envv); "
"{ int extaccept(int s, int flags, caddr_t name, int *anamelen); "
"{ int extattr_delete_fd(int fd, int attrnamespace, const char *attrname); "
"{ int extattr_delete_file(const char *path, int attrnamespace, const char *attrname); "
"{ int extattr_delete_link( const char *path, int attrnamespace, const char *attrname); "
"{ int extattr_get_file(const char *path, int attrnamespace, const char *attrname, void *data, size_t nbytes); "
"{ int extattr_set_file(const char *path, int attrnamespace, const char *attrname, void *data, size_t nbytes); "
"{ int extattrctl(const char *path, int cmd, const char *filename, int attrnamespace, const char *attrname); "
"{ int extconnect(int s, int flags, caddr_t name, int namelen); "
"{ int faccessat(int fd, char *path, int amode, int flag); "
"{ int faccessat(int fd, char *path, int amode, int flags); "
"{ int fchflags(int fd, u_long flags); "
"{ int fchmod(int fd, int mode); "
"{ int fchmodat(int fd, char *path, int mode, int flags); "
"{ int fchmodat(int fd, char *path, mode_t mode, int flag); "
"{ int fchown(int fd, int uid, int gid); "
"{ int fchownat(int fd, char *path, int uid, int gid, int flags); "
"{ int fchownat(int fd, char *path, uid_t uid, gid_t gid, int flag); "
"{ int fcntl(int fd, int cmd, long arg); "
"{ int fexecve(int fd, char **argv, char **envv); "
"{ int fhopen(const struct fhandle *u_fhp, int flags); "
"{ int fhstat(const struct fhandle *u_fhp, struct stat *sb); "
"{ int fhstatfs(const struct fhandle *u_fhp, struct statfs *buf); "
"{ int fhstatvfs(const struct fhandle *u_fhp, struct statvfs *buf); "
"{ int flock(int fd, int how); "
"{ int fpathconf(int fd, int name); "
"{ int fstat(int fd, _Out_ struct stat *sb); "
"{ int fstat(int fd, struct stat *sb); "
"{ int fstatat(int fd, char *path, 	struct stat *sb, int flags); "
"{ int fstatat(int fd, char *path, struct stat *buf, int flag); "
"{ int fstatfs(int fd, struct statfs *buf); "
"{ int fstatvfs(int fd, struct statvfs *buf); "
"{ int ftruncate(int fd, int pad, off_t length); "
"{ int ftruncate(int fd, off_t length); "
"{ int futimens(int fd, const struct timespec *ts); "
"{ int futimens(int fd, struct timespec *times); "
"{ int futimes(int fd, struct timeval *tptr); "
"{ int futimesat(int fd, char *path, struct timeval *times); "
"{ int get_tls_area(int which, struct tls_info *info, size_t infosize); "
"{ int getaudit_addr( struct auditinfo_addr *auditinfo_addr, u_int length); "
"{ int getcpuclockid(pid_t pid, lwpid_t lwp_id, clockid_t *clock_id); "
"{ int getdents(int fd, char *buf, size_t count); "
"{ int getdirentries(int fd, char *buf, u_int count, long *basep); "
"{ int getfh(char *fname, struct fhandle *fhp); "
"{ int getfsstat(struct statfs *buf, long bufsize, int flags); "
"{ int getfsstat(struct statfs *buf, long bufsize, int mode); "
"{ int getgroups(u_int gidsetsize, gid_t *gidset); "
"{ int getitimer(u_int which, struct itimerval *itv); "
"{ int getlogin(char *namebuf, size_t namelen); "
"{ int getlogin(char *namebuf, u_int namelen); "
"{ int getloginclass(char *namebuf, size_t namelen); "
"{ int getpeername(int fdes, caddr_t asa, int *alen); "
"{ int getpeername(int fdes, struct sockaddr * __restrict asa, __socklen_t * __restrict alen); "
"{ int getpriority(int which, int who); "
