"('http://', 'ht', '', '', '', '')"
"('http://', 'ht', '', '/AUTHORS', '/', 'AUTHORS')"
"('http://', 'ht', '', '/CONTRIBUTORS', '/', 'CONTRIBUTORS')"
"('http://', 'ht', '', '/MPL/2.0', '/', 'MPL/2.0')"
"('http://', 'ht', '', '/b/drnick/archive/2007/12/19/windows-and-upn-format-credentials.aspx', '/', 'b/drnick/archive/2007/12/19/windows-and-upn-format-credentials.aspx')"
"('http://', 'ht', '', '/bsdweb.cgi/~checkout~/src/sys/kern/syscalls.master', '/', 'bsdweb.cgi/~checkout~/src/sys/kern/syscalls.master')"
"('http://', 'ht', '', '/default.aspx?scid=kb', '/', 'default.aspx?scid=kb')"
"('http://', 'ht', '', '/en-us/library/ms880421', '/', 'en-us/library/ms880421')"
"('http://', 'ht', '', '/github.com/google/uuid', '/', 'github.com/google/uuid')"
"('http://', 'ht', '', '/github.com/hashicorp/go-version', '/', 'github.com/hashicorp/go-version')"
"('http://', 'ht', '', '/github.com/spf13/pflag', '/', 'github.com/spf13/pflag')"
"('http://', 'ht', '', '/html/rfc4122', '/', 'html/rfc4122')"
"('http://', 'ht', '', '/linux/man-pages/man1/keyctl.1.html', '/', 'linux/man-pages/man1/keyctl.1.html')"
"('http://', 'ht', '', '/linux/man-pages/man2/keyctl.2.html', '/', 'linux/man-pages/man2/keyctl.2.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_dh_compute.3.html', '/', 'linux/man-pages/man3/keyctl_dh_compute.3.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_get_keyring_ID.3.html', '/', 'linux/man-pages/man3/keyctl_get_keyring_ID.3.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_instantiate_iov.3.html', '/', 'linux/man-pages/man3/keyctl_instantiate_iov.3.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_join_session_keyring.3.html', '/', 'linux/man-pages/man3/keyctl_join_session_keyring.3.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_restrict_keyring.3.html', '/', 'linux/man-pages/man3/keyctl_restrict_keyring.3.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_search.3.html', '/', 'linux/man-pages/man3/keyctl_search.3.html')"
"('http://', 'ht', '', '/linux/man-pages/man3/keyctl_setperm.3.html', '/', 'linux/man-pages/man3/keyctl_setperm.3.html')"
"('http://', 'ht', '', '/pipermail/users/2019-September/358280.html', '/', 'pipermail/users/2019-September/358280.html')"
"('http://', 'ht', '', '/source/xref/illumos-gate/usr/src/lib/libc/port/gen/pt.c', '/', 'source/xref/illumos-gate/usr/src/lib/libc/port/gen/pt.c')"
"('https://', 'ht', 's', '', '', '')"
"('https://', 'ht', 's', '/09-09-2014/sweat-the-small-stuff', '/', '09-09-2014/sweat-the-small-stuff')"
"('https://', 'ht', 's', '/0xPolygon/polygon-edge', '/', '0xPolygon/polygon-edge')"
"('https://', 'ht', 's', '/2021/04/28/bug-bytes-120-macos-pwned-homebrew-rce-the-worlds-shortest-backdoor', '/', '2021/04/28/bug-bytes-120-macos-pwned-homebrew-rce-the-worlds-shortest-backdoor')"
"('https://', 'ht', 's', '/AUTHORS', '/', 'AUTHORS')"
"('https://', 'ht', 's', '/CONTRIBUTORS', '/', 'CONTRIBUTORS')"
"('https://', 'ht', 's', '/DragonFlyBSD/DragonFlyBSD/blob/master/sys/sys/param.h', '/', 'DragonFlyBSD/DragonFlyBSD/blob/master/sys/sys/param.h')"
"('https://', 'ht', 's', '/GoogleCloudPlatform/kubernetes', '/', 'GoogleCloudPlatform/kubernetes')"
"('https://', 'ht', 's', '/Moldy-Community/moldy', '/', 'Moldy-Community/moldy')"
"('https://', 'ht', 's', '/UpCloudLtd/upcloud-cli', '/', 'UpCloudLtd/upcloud-cli')"
"('https://', 'ht', 's', '/alibaba/pouch', '/', 'alibaba/pouch')"
"('https://', 'ht', 's', '/archives/CD3LP1199', '/', 'archives/CD3LP1199')"
"('https://', 'ht', 's', '/arduino/arduino-cli', '/', 'arduino/arduino-cli')"
"('https://', 'ht', 's', '/armosec/kubescape', '/', 'armosec/kubescape')"
"('https://', 'ht', 's', '/assets/173412/10886352/ad566232-814f-11e5-9cd0-aa101788c117.png', '/', 'assets/173412/10886352/ad566232-814f-11e5-9cd0-aa101788c117.png')"
"('https://', 'ht', 's', '/badge/Slack-cobra-brightgreen', '/', 'badge/Slack-cobra-brightgreen')"
"('https://', 'ht', 's', '/badge/github.com/spf13/cobra', '/', 'badge/github.com/spf13/cobra')"
"('https://', 'ht', 's', '/badge/github.com/spf13/cobra.svg', '/', 'badge/github.com/spf13/cobra.svg')"
"('https://', 'ht', 's', '/badge/github.com/spf13/pflag', '/', 'badge/github.com/spf13/pflag')"
"('https://', 'ht', 's', '/badge/golang.org/x/term.svg', '/', 'badge/golang.org/x/term.svg')"
"('https://', 'ht', 's', '/base/stable/11/sys/kern/syscalls.master', '/', 'base/stable/11/sys/kern/syscalls.master')"
"('https://', 'ht', 's', '/cgi-bin/cvsweb/~checkout~/src/sys/kern/syscalls.master', '/', 'cgi-bin/cvsweb/~checkout~/src/sys/kern/syscalls.master')"
"('https://', 'ht', 's', '/clas', '/', 'clas')"
"('https://', 'ht', 's', '/claudiodangelis/qrcp', '/', 'claudiodangelis/qrcp')"
"('https://', 'ht', 's', '/cli/cli', '/', 'cli/cli')"
"('https://', 'ht', 's', '/cosmos/cosmos-sdk', '/', 'cosmos/cosmos-sdk')"
"('https://', 'ht', 's', '/datreeio/datree', '/', 'datreeio/datree')"
"('https://', 'ht', 's', '/derekparker/delve', '/', 'derekparker/delve')"
"('https://', 'ht', 's', '/doc/contribute.html', '/', 'doc/contribute.html')"
"('https://', 'ht', 's', '/docker/distribution', '/', 'docker/distribution')"
"('https://', 'ht', 's', '/docs/tasks/tools/install-kubectl/#enabling-shell-autocompletion', '/', 'docs/tasks/tools/install-kubectl/#enabling-shell-autocompletion')"
"('https://', 'ht', 's', '/documentation', '/', 'documentation')"
"('https://', 'ht', 's', '/dragonfly.git/blob_plain/HEAD:/sys/kern/syscalls.master', '/', 'dragonfly.git/blob_plain/HEAD:/sys/kern/syscalls.master')"
"('https://', 'ht', 's', '/en-us/library/ff919712%28VS.85%29.aspx', '/', 'en-us/library/ff919712%28VS.85%29.aspx')"
"('https://', 'ht', 's', '/en-us/library/ms684179', '/', 'en-us/library/ms684179')"
"('https://', 'ht', 's', '/en-us/library/windows/desktop/aa379649', '/', 'en-us/library/windows/desktop/aa379649')"
"('https://', 'ht', 's', '/en-us/library/windows/desktop/ms684179', '/', 'en-us/library/windows/desktop/ms684179')"
"('https://', 'ht', 's', '/en-us/windows-hardware/drivers/install/setupapi', '/', 'en-us/windows-hardware/drivers/install/setupapi')"
"('https://', 'ht', 's', '/en-us/windows/console/console-screen-buffer-info-str', '/', 'en-us/windows/console/console-screen-buffer-info-str')"
"('https://', 'ht', 's', '/en-us/windows/console/setconsolemode', '/', 'en-us/windows/console/setconsolemode')"
"('https://', 'ht', 's', '/en-us/windows/win32/api/minwinbase/ns-minwinbase-win32_find_dataw', '/', 'en-us/windows/win32/api/minwinbase/ns-minwinbase-win32_find_dataw')"
"('https://', 'ht', 's', '/en-us/windows/win32/devinst/cfgmgr32', '/', 'en-us/windows/win32/devinst/cfgmgr32')"
"('https://', 'ht', 's', '/erdaltsksn/gh-label', '/', 'erdaltsksn/gh-label')"
"('https://', 'ht', 's', '/erdaltsksn/git-bump', '/', 'erdaltsksn/git-bump')"
"('https://', 'ht', 's', '/erdaltsksn/random', '/', 'erdaltsksn/random')"
"('https://', 'ht', 's', '/gardener/gardenctl', '/', 'gardener/gardenctl')"
"('https://', 'ht', 's', '/gh/hashicorp/go-version/tree/main', '/', 'gh/hashicorp/go-version/tree/main')"
"('https://', 'ht', 's', '/gh/hashicorp/go-version/tree/main.svg?style=svg', '/', 'gh/hashicorp/go-version/tree/main.svg?style=svg')"
"('https://', 'ht', 's', '/giantswarm/gsctl', '/', 'giantswarm/gsctl')"
"('https://', 'ht', 's', '/git/?p=glibc.git', '/', 'git/?p=glibc.git')"
"('https://', 'ht', 's', '/github.com/golangci/golangci-lint.sh', '/', 'github.com/golangci/golangci-lint.sh')"
"('https://', 'ht', 's', '/github.com/google/uuid?status.svg', '/', 'github.com/google/uuid?status.svg')"
"('https://', 'ht', 's', '/github.com/hashicorp/go-version', '/', 'github.com/hashicorp/go-version')"
"('https://', 'ht', 's', '/github.com/hashicorp/go-version?status.svg', '/', 'github.com/hashicorp/go-version?status.svg')"
"('https://', 'ht', 's', '/github.com/liamg/tml', '/', 'github.com/liamg/tml')"
"('https://', 'ht', 's', '/github.com/liamg/tml?status.svg', '/', 'github.com/liamg/tml?status.svg')"
"('https://', 'ht', 's', '/github.com/spf13/cobra#Command', '/', 'github.com/spf13/cobra#Command')"
"('https://', 'ht', 's', '/github.com/spf13/cobra', '/', 'github.com/spf13/cobra')"
"('https://', 'ht', 's', '/github.com/spf13/pflag', '/', 'github.com/spf13/pflag')"
"('https://', 'ht', 's', '/github.com/spf13/pflag?status.svg', '/', 'github.com/spf13/pflag?status.svg')"
