		// But the position will actually be correct until we move, so"
		// For z/OS, the length of the name is a field"
		// So, if we are stopping at the end of a line, we"
		// This is not technically the Linux semantics for"
		// if len(flag.NoOptDefVal) == 0 {"
	//  darwin:"
	//  linux:"
	// However, the value of px_proto_oe is 0, so we can use"
	// If nil, EINVAL will be returned when the structure is used."
	// PersistentPreRun: children of this command will inherit and execute."
	// When doing completion of a flag name, as soon as an argument starts with"
	// position specifies the offset within the extended attribute. In the"
"//		Addr:    [6]byte{0x11, 0x22, 0x33, 0xaa, 0xbb, 0xcc}, // CC:BB:AA:33:22:11"
"//		Addr:    [6]uint8{0, 0, 0, 0, 0, 0}, // BDADDR_ANY or 00:00:00:00:00:00"
"//		Channel: 1,"
"//	    io.WriteString(hash, ""Hello, world."")"
"//	    n, err := f.Read(b)"
"//	    unix.Sendto(hashfd, b[:n], unix.MSG_MORE, addr)"
"//	Bind(fd, addr)"
"//	Gethostuuid(uuid *byte, timeout *Timespec) (err error)"
"//	Ptrace(req int, pid int, addr uintptr, data int) (ret uintptr, err error)"
"//	Read(fd, frame)"
"//	Read(nfd, buf)"
"//	Write(fd, []byte(`hello`))"
"//	_ = Connect(fd, &SockaddrRFCOMM{"
"//	_ = Listen(fd, 1)"
"//	_ = unix.Bind(fd, &unix.SockaddrRFCOMM{"
"//	addr := &unix.SockaddrALG{Type: ""hash"", Name: ""sha1""}"
"//	b := make([]byte, 20)"
"//	b := make([]byte, 4096)"
"//	defer term.Restore(int(os.Stdin.Fd()), oldState)"
"//	f, _ := os.Open(""/tmp/linux-4.10-rc7.tar.xz"")"
"//	fd, _ := Socket(AF_CAN, SOCK_RAW, CAN_RAW)"
"//	fd, _ := unix.Socket(unix.AF_ALG, unix.SOCK_SEQPACKET, 0)"
"//	fmt.Printf(""conn addr=%v fd=%d"", sa.(*unix.SockaddrRFCOMM).Addr, nfd)"
"//	frame := make([]byte, 16)"
"//	hash := os.NewFile(hashfd, ""sha1"")"
"//	hashfd, _, _ := unix.Syscall(unix.SYS_ACCEPT, uintptr(fd), 0, 0)"
"//	nfd, sa, _ := Accept(fd)"
"//	unix.Bind(fd, addr)"
"//
"// 	// Flag requires a value, so it can be suffixed with ="
"// 	completions = append(completions, fmt.Sprintf(""%s\t%s"", flagName, flag.Usage))"
"// 	flagName += ""="""
"//          const char *name,"
"//          const char *path,"
"//          const void *value,"
"//          size_t size,"
"//          u_int32_t position,"
"//          void *value,"
"//       optional, they are enclosed in brackets ([ ])."
"//     followed by double quote ("");"
"//    return []string{""themes""}, ShellCompDirectiveFilterDirs"
"//    return []string{""yaml"", ""json""}, ShellCompDirectiveFilterFileExt"
"//    return nil, ShellCompDirectiveFilterDirs"
"//   - Uint32/SetUint32: ifindex, metric, mtu"
"//   - every back slash (\) is doubled, but only if immediately"
"//   - every double quote ("") is escaped by back slash (\);"
"//   - finally, s is wrapped with double quotes (arg -> ""arg""),"
