"Password   string `json:""password""`"
"Password, err := ParsePassword(passwordStr)"
"Password: core.RandPassword().String(),"
"Password: decodePassword,"
"Password: encodePassword,"
"password, err := core.ParsePassword(config.Password)"
"password[:], bs)"
"password[i], password[j] = password[j], password[i]"
Password := &Password{}
PasswordLength = 256
Password[i] = v
Password[v] = byte(i)
password := &Password{}
password := Password{}
password := RandPassword()
passwordStr := password.String()
password[:])
password[i] != byte(i) {
password[i] = byte(v)
