"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '2', '', '2', '', '', '', '')"
"('', '', '', '', '', '3', '', '3', '', '', '', '')"
"('', '', '', '', '', 'Ba', '', 'Ba', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'E', '', 'E', '', '', '', '')"
"('', '', '', '', '', 'EAD', '', 'EAD', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'ac', '', 'ac', '', '', '', '')"
"('', '', '', '', '', 'ba', '', 'ba', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'ce', '', 'ce', '', '', '', '')"
"('', '', '', '', '', 'd', '', 'd', '', '', '', '')"
"('', '', '', '', '', 'd2', '', 'd2', '', '', '', '')"
"('', '', '', '', '', 'd3', '', 'd3', '', '', '', '')"
"('', '', '', '', '', 'de', '', 'de', '', '', '', '')"
"('', '', '', '', '', 'dec', '', 'dec', '', '', '', '')"
"('', '', '', '', '', 'ded', '', 'ded', '', '', '', '')"
"('', '', '', '', '', 'e', '', 'e', '', '', '', '')"
"('', '', '', '', '', 'e64', '', 'e64', '', '', '', '')"
"('', '', '', '', '', 'ead', '', 'ead', '', '', '', '')"
"('', '', '', '', '', 'ec', '', 'ec', '', '', '', '')"
"('', '', '', '', '', 'f', '', 'f', '', '', '', '')"
"('', '', '', '', '', 'fa', '', 'fa', '', '', '', '')"
"('::', '::', '', '', '', '', '', '', '', '', '', '')"
"('::', '::', '', '', '', 'c', '', 'c', '', '', '', '')"
"('::', '::', '', '', '', 'e', '', 'e', '', '', '', '')"
"('d::', '', '', ':', '', '', '', '', '', '', '', '')"
"('d::', '', '', ':', '', 'e', '', 'e', '', '', '', '')"
"('e64::', '', '', ':', '', 'ba', '', 'ba', '', '', '', '')"
"('e::', '', '', ':', '', '', '', '', '', '', '', '')"
