"(' ', ""$TTT | grep -vq '1'; then"")"
"(' ', ""' permission denied'"")"
"(' ', ""''"")"
"(' ', ""'(used dig)'"")"
"(' ', ""'(used host)'"")"
"(' ', ""'/dev/shm';"")"
"(' ', ""'/root';"")"
"(' ', ""'/tmp';"")"
"(' ', ""'/var/tmp';"")"
"(' ', ""'Attempting to get IP...'"")"
"(' ', ""'Broadcast ping is done.'"")"
"(' ', ""'Can not download shunit2 testframework' >&2"")"
"(' ', ""'Doing some basic listing of the usual suspects...'"")"
"(' ', ""'ERROR: encode_perl_script memexec failed' >&2"")"
"(' ', ""'ERROR: encode_python_script memexec failed' >&2"")"
"(' ', ""'ERROR: invalid argument, must be a shell name' >&2"")"
"(' ', ""'ERROR: memexec.pl is not included' >&2"")"
"(' ', ""'ERROR: memexec.py is not included' >&2"")"
"(' ', ""'ERROR: no http/https addresses found' >&2"")"
"(' ', ""'ERROR: script needs shell (bash, dash, ksh, ash) as argument' >&2"")"
"(' ', ""'Error: Can not list ARP content. Found no tool' >&2"")"
"(' ', ""'Error: ENV not defined. Can not start script' >&2"")"
"(' ', ""'Error: HOME variable is empty' >&2"")"
"(' ', ""'Error: IPv4 address must be given as argument' >&2"")"
"(' ', ""'Error: You have got a tty. You can not use qssh' >&2"")"
"(' ', ""'Error: address and netmask must be given' >&2"")"
"(' ', ""'Error: archiver needs two arguments' >&2"")"
"(' ', ""'Error: argument must be one URL to load' >&2"")"
"(' ', ""'Error: argument user-id must be given' >&2"")"
"(' ', ""'Error: bash needed but not found' >&2"")"
"(' ', ""'Error: call must getsfile [background]' >&2"")"
"(' ', ""'Error: can not create echo file' >&2"")"
"(' ', ""'Error: can not find a home directory' >&2"")"
"(' ', ""'Error: can not find a tool for program exist checks' >&2"")"
"(' ', ""'Error: can not list broadcast addresses. Found no tool' >&2"")"
"(' ', ""'Error: fixed length size must be given' >&2"")"
"(' ', ""'Error: fpssh needs host name as argument' >&2"")"
"(' ', ""'Error: hangup functions needs argument: ID number of PTS' >&2"")"
"(' ', ""'Error: length out of range' >&2"")"
"(' ', ""'Error: memexec needs URL as argument' >&2"")"
"(' ', ""'Error: missing arguments: name, version1, version2' >&2"")"
"(' ', ""'Error: missing basename of the output files' >&2"")"
"(' ', ""'Error: missing command to execute' >&2"")"
"(' ', ""'Error: missing find, need to implement other search' >&2"")"
"(' ', ""'Error: missing getcap' >&2"")"
"(' ', ""'Error: missing host name' >&2"")"
"(' ', ""'Error: missing program name to check' >&2"")"
"(' ', ""'Error: missing text to echo' >&2"")"
"(' ', ""'Error: missing the shunit2 script' >&2"")"
"(' ', ""'Error: need base64, can not decode tool' >&2"")"
"(' ', ""'Error: need host and TCP port as arguments' >&2"")"
"(' ', ""'Error: need two arguments: file and destination' >&2"")"
"(' ', ""'Error: need type, other check methods not yet implemented' >&2"")"
"(' ', ""'Error: no IPv4 address given' >&2"")"
"(' ', ""'Error: no download tool found' >&2"")"
"(' ', ""'Error: no limit/ulimit - coredumps left enabled, careful' >&2"")"
"(' ', ""'Error: no ssh-keyscan program, can not get public keys' >&2"")"
"(' ', ""'Error: no tool to open TCP connection found' >&2"")"
"(' ', ""'Error: no working archive tool found' >&2"")"
"(' ', ""'Error: number must given as argument' >&2"")"
"(' ', ""'Error: output directory not defined or prepared' >&2"")"
"(' ', ""'Error: portscan needs one host name or host address' >&2"")"
"(' ', ""'Error: psgrep needs grep pattern as argument'"")"
"(' ', ""'Error: qssh needs at least password and command as arguments' >&2"")"
"(' ', ""'Error: qsu needs at least password and command as arguments' >&2"")"
"(' ', ""'Error: srm needs a file name(s) as argument' >&2"")"
"(' ', ""'Error: wiper needs grep pattern as argument' >&2"")"
"(' ', ""'Get current shunit2 framework from github'"")"
"(' ', ""'IPv4 and IPv6 addresses in the ARP table:'"")"
"(' ', ""'Info: connection problem, https_proxy could be needed' >&2"")"
"(' ', ""'Pinging broadcast.'"")"
"(' ', ""'Please wait...'"")"
"(' ', ""'SCTP enabled and withsctp callable'"")"
"(' ', ""'SCTP enabled but withsctp is not callable'"")"
"(' ', ""'SCTP kernel module exists but is not loaded'"")"
"(' ', ""'SCTP kernel module loaded'"")"
"(' ', ""'SCTP sockets in use'"")"
"(' ', ""'TCP sockets in use'"")"
"(' ', ""'The echo_function'"")"
"(' ', ""'This is seriously rude...'"")"
"(' ', ""'Typical directories for tmp files:'"")"
"(' ', ""'Use existing shunit2 framework'"")"
"(' ', ""'Warinng: need perl or python, go in fallback mode' >&2"")"
"(' ', ""'Warning: backup variable with script file is not available' >&2"")"
"(' ', ""'Warning: found no good home directory, some functions may fail' >&2"")"
"(' ', ""'Warning: ignore HTTPS_PROXY value and use https_proxy value' >&2"")"
"(' ', ""'Warning: ignore HTTP_PROXY value and use http_proxy value' >&2"")"
"(' ', ""'Warning: need Linux >= 3.17, go in fallback mode' >&2"")"
"(' ', ""'Warning: need base64, go into fallback mode' >&2"")"
"(' ', ""'Warning: need gzip, go inti fallback mode' >&2"")"
"(' ', ""'collect all readable .ssh/known_hosts files'"")"
"(' ', ""'coredumps disabled by limit'"")"
"(' ', ""'coredumps disabled by ulimit'"")"
"(' ', ""'files with capabilities; name = caps'"")"
"(' ', ""'missing the o.rc script in the cwd' >&2"")"
"(' ', ""'need address and netmask as arguments' >&2"")"
"(' ', ""'setuid flagged files list; attribute user name'"")"
"(' ', ""'test' | grep --color=never -q 'test' 2> /dev/null; then"")"
"(' ', ""'try /etc/hosts'"")"
"(' ', ""'try /etc/lmhosts'"")"
"(' ', ""'try /etc/ssh/known_hosts file'"")"
"(' ', '""$1"" | tr \'/\' \'_\'')"
"(' ', '""$@"" >> ""$OUTP/log.txt""')"
"(' ', '""$HOME"";')"
"(' ', '""$NHOME"";')"
"(' ', '""$TMPDIR"";')"
"(' ', '""$XDG_RUNTIME_DIR"";')"
"(' ', '""$addr"" ""$(orc_lengthToIP4netmask ""$bits"")""')"
"(' ', '""$address is alive""')"
"(' ', '""$cmd_name""')"
"(' ', '""$dir""')"
"(' ', '""$find_result""')"
"(' ', '""$i""')"
"(' ', '""$mypts""')"
"(' ', '""$output"" |')"
"(' ', '""$str""')"
"(' ', '""--> $error""; fi')"
"(' ', '""--> $output""; fi')"
"(' ', '"">>> start script \'$runner\'""')"
"(' ', '""AppArmor is probably installed.""')"
"(' ', '""ERROR: can not download \'$address\'"" >&2')"
"(' ', '""ERROR: can not download head of \'$address\'"" >&2')"
"(' ', '""Error: 2nd parameter ($2) must be a directory"" >&2')"
"(' ', '""Error: \'$file\' is no regular file"" >&2')"
"(' ', '""Error: archiver can not read $2"" >&2')"
"(' ', '""Error: can not archive, the files are in $OUTP"" >&2')"
"(' ', '""Error: can not list IP addresses, no tool found"" >&2')"
"(' ', '""Error: can\'t find SSHD PID of $PTS_NAME"" >&2')"
"(' ', '""Error: can\'t get the owner of $PTS_NAME"" >&2')"
"(' ', '""File 1"" > _test_source/f1')"
"(' ', '""File 2"" > _test_source/f2')"
"(' ', '""File 3"" > _test_source/f3')"
"(' ', '""Find the collected files in $ORC_ARCHIVE_FILE""')"
"(' ', '""Find the output files in $ORC_ARCHIVE_FILE""')"
"(' ', '""GTFOBins: $n_total commands in web page""')"
"(' ', '""GTFOBins: found $n_direct in PATH and $n_outside outside PATH""')"
"(' ', '""Gathering useful command output.""')"
"(' ', '""Host $1 TCP port $port open""')"
"(' ', '""Let\'s see what we can find on the network...""')"
"(' ', '""Listing all running services with non-user accounts in passwd.""')"
"(' ', '""Listing valid users with shells.""')"
"(' ', '""Owner of $PTS_NAME is $OWNER""')"
"(' ', '""Pinging local IPv4 address in background writing $HOME/ips ...""')"
"(' ', '""Pinging subnet around $addr with mask $mask""')"
"(' ', '""Pulling known hosts from some files and writing to $HOME/kh ...""')"
"(' ', '""SELinux is enabled.""')"
"(' ', '""SSHD PID is $SSHD_PID""')"
"(' ', '""Starting portscan of $1 ...""')"
"(' ', '""Terminating $PTS_NAME""')"
"(' ', '""Virtual machine! (Virtualbox)""')"
"(' ', '""Warning: no local variables could cause trouble"" >&2')"
"(' ', '""argument \'$arg\'""')"
"(' ', '""echo \'$*\'"" >> ""$ORC_ECHO_FILE""')"
"(' ', '""missing argument: Python script name"" >&2')"
"(' ', '""missing argument: perl script name"" >&2')"
"(' ', '""process $i seems to be outside the jail...""')"
"(' ', '""run in $1, find results in $HOME/sfiles""')"
"(' ', '""test file 1 for srm"" > test_file1_for_srm')"
"(' ', '""test file 2 for srm"" > test_file2_for_srm')"
"(' ', '""test file for srm"" > test_file_for_srm')"
"(' ', '$(( ($1 & $2) | ((65535<<16|65534) & ~$2) ))')"
"(' ', '$(( ($1 & $2) | 1 ))')"
"(' ', '$? | grep -q 0;')"
"(' ', '$value')"
"(' ', '\'#!/bin/sh\' > ""$ORC_ECHO_FILE""')"
"(' ', '\'#!/bin/sh\' > ""$base/.q/.t""')"
"(' ', '\'Segmentation Fault.\' > ""/dev/$PTS_NAME""')"
"(' ', '\'\' | nc -w1 ""$1"" ""$2"" 2>/dev/null')"
"('\n', ""'Check - memexec.py is included'"")"
"('\n', ""'The echo_arguments test script'"")"
"('\n', ""'This is a output line to stderr' >&2"")"
"('\n', ""'check - memexec.pl is included'"")"
"('\n', '""$HOME should be deleted upon exit.""')"
"('\n', '""$sshkey"" >> ""$NHOME/.ssh/authorized_keys""')"
"('\n', '""')"
"('\n', '""=== Welcome to Orc Shell ===""')"
"('\n', '""=========== Info ===========""')"
"('\n', '""============================""')"
