"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '0', '', '0', '', '', '', '')"
"('', '', '', '', '', '106', '', '106', '', '', '', '')"
"('', '', '', '', '', '11', '', '11', '', '', '', '')"
"('', '', '', '', '', '20', '', '20', '', '', '', '')"
"('', '', '', '', '', '3', '', '3', '', '', '', '')"
"('', '', '', '', '', '32', '', '32', '', '', '', '')"
"('', '', '', '', '', '34', '', '34', '', '', '', '')"
"('', '', '', '', '', '4', '', '4', '', '', '', '')"
"('', '', '', '', '', '60', '', '60', '', '', '', '')"
"('', '', '', '', '', 'Acc', '', 'Acc', '', '', '', '')"
"('', '', '', '', '', 'C', '', 'C', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'E', '', 'E', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'ac', '', 'ac', '', '', '', '')"
"('', '', '', '', '', 'ada', '', 'ada', '', '', '', '')"
"('', '', '', '', '', 'b', '', 'b', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'd', '', 'd', '', '', '', '')"
"('', '', '', '', '', 'e', '', 'e', '', '', '', '')"
"('', '', '', '', '', 'f', '', 'f', '', '', '', '')"
"('::', '::', '', '', '', '', '', '', '', '', '', '')"
"('::', '::', '', '', '', 'F', '', 'F', '', '', '', '')"
