"('http://', 'ht', '', '', '', '')"
"('http://', 'ht', '', '/RecordDetail.aspx?sku=INCITS%2fISO%2fIEC+14882-2012', '/', 'RecordDetail.aspx?sku=INCITS%2fISO%2fIEC+14882-2012')"
"('http://', 'ht', '', '/b/somasegar/archive/2014/05/28/first-preview-of-visual-studio-quot-14-quot-available-now.aspx', '/', 'b/somasegar/archive/2014/05/28/first-preview-of-visual-studio-quot-14-quot-available-now.aspx')"
"('http://', 'ht', '', '/developer/msbuild/2003', '/', 'developer/msbuild/2003')"
"('http://', 'ht', '', '/en-us/library/b0084kay.aspx', '/', 'en-us/library/b0084kay.aspx')"
"('http://', 'ht', '', '/wiki/Fibonacci_number', '/', 'wiki/Fibonacci_number')"
"('http://', 'ht', '', '/wiki/Obfuscation_', '/', 'wiki/Obfuscation_')"
"('http://', 'ht', '', '/wiki/Turing-complete', '/', 'wiki/Turing-complete')"
"('http://', 'ht', '', '/~gsd/halado_cpp/ch06s04.html#Static-metaprogramming', '/', '~gsd/halado_cpp/ch06s04.html#Static-metaprogramming')"
"('https://', 'ht', 's', '', '', '')"
"('https://', 'ht', 's', '/andrivet/ADVobfuscator', '/', 'andrivet/ADVobfuscator')"
"('https://', 'ht', 's', '/andrivet/ADVobfuscator/tree/master/Docs', '/', 'andrivet/ADVobfuscator/tree/master/Docs')"
"('https://', 'ht', 's', '/blog/2013/05/14/tools-for-examining-xor-obfuscation-for-malware-analysis', '/', 'blog/2013/05/14/tools-for-examining-xor-obfuscation-for-malware-analysis')"
"('https://', 'ht', 's', '/library/mac/qa/qa1361/_index.html', '/', 'library/mac/qa/qa1361/_index.html')"
"('https://', 'ht', 's', '/obfuscator-llvm/obfuscator/wiki', '/', 'obfuscator-llvm/obfuscator/wiki')"
"('www.', '', '', '', '', '')"
"('www.', 'ht', '', '', '', '')"
"('www.', 'ht', '', '/4th.html', '/', '4th.html')"
"('www.', 'ht', '', '/archive/crypto2001/21390001.pdf', '/', 'archive/crypto2001/21390001.pdf')"
"('www.', 'ht', '', '/doc/libs/1_55_0/libs/msm/doc/HTML/index.html', '/', 'doc/libs/1_55_0/libs/msm/doc/HTML/index.html')"
"('www.', 'ht', '', '/doc/libs/1_55_0/libs/msm/doc/HTML/pr01.html', '/', 'doc/libs/1_55_0/libs/msm/doc/HTML/pr01.html')"
"('www.', 'ht', '', '/index.php/content/paperinfo/tpci/index.html', '/', 'index.php/content/paperinfo/tpci/index.html')"
"('www.', 'ht', '', '/jtc1/sc22/wg21/docs/papers/2012/n3337.pdf', '/', 'jtc1/sc22/wg21/docs/papers/2012/n3337.pdf')"
"('www.', 'ht', '', '/profile/Zalan_Szgyi/publication/259005783_Random_number_generator_for_C_template_metaprograms/file/e0b49529b48272c5a6.pdf', '/', 'profile/Zalan_Szgyi/publication/259005783_Random_number_generator_for_C_template_metaprograms/file/e0b49529b48272c5a6.pdf')"
"('www.', 'ht', '', '/reference/preprocessor/__TIME__.html', '/', 'reference/preprocessor/__TIME__.html')"
"('www.', 'ht', '', '/users/download', '/', 'users/download')"
"('www.', 'ht', 's', '/products/ida', '/', 'products/ida')"
