"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '0', '', '0', '', '', '', '')"
"('', '', '', '', '', '00', '', '00', '', '', '', '')"
"('', '', '', '', '', '012', '', '012', '', '', '', '')"
"('', '', '', '', '', '049', '', '049', '', '', '', '')"
"('', '', '', '', '', '04F', '', '04F', '', '', '', '')"
"('', '', '', '', '', '05', '', '05', '', '', '', '')"
"('', '', '', '', '', '0554', '', '0554', '', '', '', '')"
"('', '', '', '', '', '06', '', '06', '', '', '', '')"
"('', '', '', '', '', '0731', '', '0731', '', '', '', '')"
"('', '', '', '', '', '08', '', '08', '', '', '', '')"
"('', '', '', '', '', '09', '', '09', '', '', '', '')"
"('', '', '', '', '', '0A', '', '0A', '', '', '', '')"
"('', '', '', '', '', '0Bf', '', '0Bf', '', '', '', '')"
"('', '', '', '', '', '0b', '', '0b', '', '', '', '')"
"('', '', '', '', '', '0e0', '', '0e0', '', '', '', '')"
"('', '', '', '', '', '1', '', '1', '', '', '', '')"
"('', '', '', '', '', '10', '', '10', '', '', '', '')"
"('', '', '', '', '', '100', '', '100', '', '', '', '')"
"('', '', '', '', '', '115', '', '115', '', '', '', '')"
"('', '', '', '', '', '12', '', '12', '', '', '', '')"
"('', '', '', '', '', '137', '', '137', '', '', '', '')"
"('', '', '', '', '', '14', '', '14', '', '', '', '')"
"('', '', '', '', '', '16', '', '16', '', '', '', '')"
"('', '', '', '', '', '18', '', '18', '', '', '', '')"
"('', '', '', '', '', '19', '', '19', '', '', '', '')"
"('', '', '', '', '', '1A', '', '1A', '', '', '', '')"
"('', '', '', '', '', '1C', '', '1C', '', '', '', '')"
"('', '', '', '', '', '1DF1', '', '1DF1', '', '', '', '')"
"('', '', '', '', '', '1E', '', '1E', '', '', '', '')"
"('', '', '', '', '', '1F', '', '1F', '', '', '', '')"
"('', '', '', '', '', '1b', '', '1b', '', '', '', '')"
"('', '', '', '', '', '1c', '', '1c', '', '', '', '')"
"('', '', '', '', '', '2', '', '2', '', '', '', '')"
"('', '', '', '', '', '20', '', '20', '', '', '', '')"
"('', '', '', '', '', '21', '', '21', '', '', '', '')"
"('', '', '', '', '', '23', '', '23', '', '', '', '')"
