"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '8', '', '8', '', '', '', '')"
"('', '', '', '', '', 'B', '', 'B', '', '', '', '')"
"('', '', '', '', '', 'C', '', 'C', '', '', '', '')"
"('', '', '', '', '', 'Deb', '', 'Deb', '', '', '', '')"
"('', '', '', '', '', 'F', '', 'F', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'afe', '', 'afe', '', '', '', '')"
"('', '', '', '', '', 'b', '', 'b', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'ca', '', 'ca', '', '', '', '')"
"('', '', '', '', '', 'ce', '', 'ce', '', '', '', '')"
"('', '', '', '', '', 'd', '', 'd', '', '', '', '')"
"('', '', '', '', '', 'da', '', 'da', '', '', '', '')"
"('', '', '', '', '', 'e', '', 'e', '', '', '', '')"
"('', '', '', '', '', 'ead', '', 'ead', '', '', '', '')"
"('', '', '', '', '', 'ec', '', 'ec', '', '', '', '')"
"('', '', '', '', '', 'f', '', 'f', '', '', '', '')"
"('::', '::', '', '', '', '', '', '', '', '', '', '')"
"('::', '::', '', '', '', 'A', '', 'A', '', '', '', '')"
"('::', '::', '', '', '', 'C', '', 'C', '', '', '', '')"
"('::', '::', '', '', '', 'E', '', 'E', '', '', '', '')"
"('::', '::', '', '', '', 'F', '', 'F', '', '', '', '')"
"('::', '::', '', '', '', 'a', '', 'a', '', '', '', '')"
"('::', '::', '', '', '', 'e', '', 'e', '', '', '', '')"
"('::', '::', '', '', '', 'f', '', 'f', '', '', '', '')"
"('ce::', '', '', ':', '', 'f', '', 'f', '', '', '', '')"
"('d::', '', '', ':', '', '', '', '', '', '', '', '')"
"('d::', '', '', ':', '', 'e', '', 'e', '', '', '', '')"
"('de::', '', '', ':', '', '', '', '', '', '', '', '')"
"('e::', '', '', ':', '', '', '', '', '', '', '', '')"
"('e::', '', '', ':', '', 'c', '', 'c', '', '', '', '')"
"('ef::', '', '', ':', '', '', '', '', '', '', '', '')"
"('f::', '', '', ':', '', 'f', '', 'f', '', '', '', '')"
