file_path,file_hash_md5,file_hash_sha1,file_hash_sha256
/home/debian/github/StringHunter-private/evilginx2-TTPs/Dockerfile,60e7da1fabaebaf787c5a0a762d302f9,48236d29852a19e00e16ccbb6ae301c63df2271b,7b305fcd443e3e6803570838e396a76b981259a1fc2532de8a3d64eb36766cf2
/home/debian/github/StringHunter-private/evilginx2-TTPs/README.md,a67c9535465e86e3c82e836c3f4a7d76,e40cf769749530f2f9e722d2cb8152b9dd0a4558,6ad44b281d740a7967ea95d0b51ca06133411ad2d4824cf0be9dac0e7addb094
/home/debian/github/StringHunter-private/evilginx2-TTPs/LICENSE,29a9012941a6bcb26bf0fb4382c5dd75,8d720235f35e22171b2bb6ca18be16033d097298,585e25ef8f5946a52bf2aed68d5becfc38be94a8663aa01c1b31d88aa57f1de3
/home/debian/github/StringHunter-private/evilginx2-TTPs/Makefile,22e6dc17b3e01143287ea9eae6e3f314,6f824b95f9b4aa45bccaffbd657cb86058f46f8a,051f8404ea817c3322451c874e3e4412130150e9692770791f69e0ca9f071a2c
/home/debian/github/StringHunter-private/evilginx2-TTPs/go.sum,eb7060d6d94a2b110138375c3605981b,fac8ff602f014781b4a8df2b6f471046fe607654,80938897382adb751860469e549886c4947020a92ca0c4067f2b81677b0333cd
/home/debian/github/StringHunter-private/evilginx2-TTPs/.gitignore,8738ddca89c3563d54c4f8440ac01db3,9534ed0b5177ca1b12b004bf390825e561a67e38,08f7c3e071790847a76a351ba8e6a6415fef5bcda7e9961813cf359ae2ef1e9e
/home/debian/github/StringHunter-private/evilginx2-TTPs/main.go,8cfe9e2967cd203041aef7bc0ea86c47,1e82dcb4ce8915f77ff7c31ab6b0c106f71b35a6,ab2c5e17c1d9b756c67cee9e836f55c39d39bdd178a251b467ee777b15dfa9c1
/home/debian/github/StringHunter-private/evilginx2-TTPs/CHANGELOG,67cfdaad32177375f1e4ed1c9c5c61aa,abe39445abdde515b0d95d9d654fcd6d1e2e9a48,da8966afe9e7504a5828409011a480405b481644f368a772ef7f807654bf83cb
/home/debian/github/StringHunter-private/evilginx2-TTPs/.travis.yml,436e9681c00a37518536cadacf4b10fb,8700d6fee3cae23e3e8a255bac1569c794bcec1c,1cdb218b8a639f556e3abb73fdf061c74c0a61626be77875e420b94de83d2afe
/home/debian/github/StringHunter-private/evilginx2-TTPs/go.mod,5ae8b983c46eb7d74c02f3b344ed005a,7cb32c54e71ae10986939fb913551b3cbe927c08,94ff396199bbace1b6c5d3fbc14f30153af44157d6dcdc4b80037b1c09566a68
/home/debian/github/StringHunter-private/evilginx2-TTPs/ISSUE_TEMPLATE.md,f87d02401de720a63f9215babdf1a2fa,d5118851e4e463389ea89b17009cf23e8639f76e,857ce4698b72fce17c436aedcceaf46e2e9ae84e6346160e158e90bc8d884d06
