"Console.WriteLine(""--- IE/Edge Credential ---"
"Console.WriteLine(""===============Chrome============="
"Console.WriteLine(""===============IE============="
"Console.WriteLine(""[*] Current user {0}"
"Console.WriteLine(""[*] Impersonate user {0}"
"Console.WriteLine(""[*] Recvtoself"
"Console.WriteLine(""[*] [{0}] [{1}] [{2}]"
"Console.WriteLine(""[+] Current user {0}"
"Console.WriteLine(""[-] {0} Not Found!"
"Console.WriteLine(""\n[*]Get Chrome Bookmarks"
"Console.WriteLine(""\n[*]Get Chrome Cookie"
"Console.WriteLine(""\n[*]Get Chrome History"
"Console.WriteLine(""\n[*]Get Chrome Login Data"
"Console.WriteLine(""\n[*]Get IE Books"
"Console.WriteLine(""\n[*]Get IE History"
"Console.WriteLine(""\n[*]Get IE Password"
"Console.WriteLine(""\r\n\r\n=== Checking Windows Vaults ===\r\n"
"Console.WriteLine(""\t"" + url_file_path"
"Console.WriteLine(""\tCredential   : {0}"
"Console.WriteLine(""\tIdentity     : {0}"
"Console.WriteLine(""\tLastModified : {0}"
"Console.WriteLine(""\tPacakgeSid  : {0}"
"Console.WriteLine(""\tResource     : {0}"
"Console.WriteLine(""\tVault Type   : {0}"
"Console.WriteLine(""\t[+] Copy {0} to {1}"
"Console.WriteLine(""\t[+] Delete File {0}"
"Console.WriteLine(""\t[URL] -> {0}\n\t[USERNAME] -> {1}\n\t[PASSWORD] -> {2}\n"
"Console.WriteLine(""\t[{0}] \t {1}={2}"
"Console.WriteLine(""\t\t"
"Console.WriteLine(""\t{0} \t {1}"
"Console.WriteLine(""\t{0}"
"Console.WriteLine(""{0} {1} {2}"
Console.WriteLine(booktext
Console.WriteLine(ex.ToString(
