"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '0', '', '0', '', '', '', '')"
"('', '', '', '', '', '00', '', '00', '', '', '', '')"
"('', '', '', '', '', '000', '', '000', '', '', '', '')"
"('', '', '', '', '', '0000', '', '0000', '', '', '', '')"
"('', '', '', '', '', '0001', '', '0001', '', '', '', '')"
"('', '', '', '', '', '001', '', '001', '', '', '', '')"
"('', '', '', '', '', '0011', '', '0011', '', '', '', '')"
"('', '', '', '', '', '002', '', '002', '', '', '', '')"
"('', '', '', '', '', '004', '', '004', '', '', '', '')"
"('', '', '', '', '', '0041', '', '0041', '', '', '', '')"
"('', '', '', '', '', '0044', '', '0044', '', '', '', '')"
"('', '', '', '', '', '005', '', '005', '', '', '', '')"
"('', '', '', '', '', '0050', '', '0050', '', '', '', '')"
"('', '', '', '', '', '0051', '', '0051', '', '', '', '')"
"('', '', '', '', '', '0061', '', '0061', '', '', '', '')"
"('', '', '', '', '', '0077', '', '0077', '', '', '', '')"
"('', '', '', '', '', '00C1', '', '00C1', '', '', '', '')"
"('', '', '', '', '', '00D1', '', '00D1', '', '', '', '')"
"('', '', '', '', '', '00F1', '', '00F1', '', '', '', '')"
"('', '', '', '', '', '01', '', '01', '', '', '', '')"
"('', '', '', '', '', '010', '', '010', '', '', '', '')"
"('', '', '', '', '', '011', '', '011', '', '', '', '')"
"('', '', '', '', '', '0111', '', '0111', '', '', '', '')"
"('', '', '', '', '', '012', '', '012', '', '', '', '')"
"('', '', '', '', '', '0122', '', '0122', '', '', '', '')"
"('', '', '', '', '', '0141', '', '0141', '', '', '', '')"
"('', '', '', '', '', '02', '', '02', '', '', '', '')"
"('', '', '', '', '', '020', '', '020', '', '', '', '')"
"('', '', '', '', '', '0200', '', '0200', '', '', '', '')"
"('', '', '', '', '', '022', '', '022', '', '', '', '')"
"('', '', '', '', '', '0222', '', '0222', '', '', '', '')"
"('', '', '', '', '', '0282', '', '0282', '', '', '', '')"
"('', '', '', '', '', '02A3', '', '02A3', '', '', '', '')"
"('', '', '', '', '', '02c3', '', '02c3', '', '', '', '')"
"('', '', '', '', '', '03', '', '03', '', '', '', '')"
