function  make_smb1_free_hole_session_packet
function DecryptNextCharacterWinSCP
function DecryptWinSCPPassword
function DownloadAndExtractFromRemoteRegistry
function Invoke-EternalBlue
function ProcessFileZillaFile
function ProcessPPKFile
function ProcessPuTTYLocal
function ProcessRDPFile
function ProcessRDPLocal
function ProcessSuperPuTTYFile
function ProcessThoroughLocal
function ProcessThoroughRemote
function ProcessWinSCPLocal
function ProcesssdtidFile
function client_negotiate
function make_kernel_user_payload
function make_smb1_echo_packet
function make_smb1_nt_trans_packet
function make_smb1_trans2_exploit_packet
function make_smb2_payload_body_packet
function make_smb2_payload_headers_packet
function negotiate_proto_request
function smb1_anonymous_connect_ipc
function smb1_anonymous_login
function smb1_free_hole
function smb1_get_response
function smb1_large_buffer
function smb2_grooms
function smb_eternalblue
function smb_header
function tree_connect_andx
function tree_connect_andx_request
