"('http://', 'ht', '', '', '', '')"
"('http://', 'ht', '', '.1.8/login', '', '.1.8/login')"
"('http://', 'ht', '', '.1.8:7001/console', '', '.1.8:7001/console')"
"('http://', 'ht', '', '.1.8:8080/manage', '', '.1.8:8080/manage')"
"('http://', 'ht', '', '/SMI/2005/WindowsSettings', '/', 'SMI/2005/WindowsSettings')"
"('http://', 'ht', '', '/docs/advantage/monitor.md', '/', 'docs/advantage/monitor.md')"
"('http://', 'ht', '', '/docs/module/toolbox.md', '/', 'docs/module/toolbox.md')"
"('http://', 'ht', '', ':80/a', '', ':80/a')"
"('https://', 'ht', 's', '', '', '')"
"('https://', 'ht', 's', '/0x09AL/RdpThief', '/', '0x09AL/RdpThief')"
"('https://', 'ht', 's', '/2016/03/exploiting-leaked-thread-handle.html', '/', '2016/03/exploiting-leaked-thread-handle.html')"
"('https://', 'ht', 's', '/DeEpinGh0st/Erebus', '/', 'DeEpinGh0st/Erebus')"
"('https://', 'ht', 's', '/FuzzySec/status/723254004042612736', '/', 'FuzzySec/status/723254004042612736')"
"('https://', 'ht', 's', '/FuzzySecurity/PSKernel-Primitives/blob/master/Sample-Exploits/MS16-135/MS16-135.ps1', '/', 'FuzzySecurity/PSKernel-Primitives/blob/master/Sample-Exploits/MS16-135/MS16-135.ps1')"
"('https://', 'ht', 's', '/FuzzySecurity/PowerShell-Suite/blob/master/Invoke-MS16-032.ps1', '/', 'FuzzySecurity/PowerShell-Suite/blob/master/Invoke-MS16-032.ps1')"
"('https://', 'ht', 's', '/NULLB8', '/', 'NULLB8')"
"('https://', 'ht', 's', '/clap-rs/clap/issues', '/', 'clap-rs/clap/issues')"
"('https://', 'ht', 's', '/clap-rs/clap/issuesC', '/', 'clap-rs/clap/issuesC')"
"('https://', 'ht', 's', '/download/E/2/1/E21644B5-2DF2-47C2-91BD-63C560427900/NDP452-KB2901907-x86-x64-AllOS-ENU.exe', '/', 'download/E/2/1/E21644B5-2DF2-47C2-91BD-63C560427900/NDP452-KB2901907-x86-x64-AllOS-ENU.exe')"
"('https://', 'ht', 's', '/eddieivan01/iox', '/', 'eddieivan01/iox')"
"('https://', 'ht', 's', '/fatedier/frp', '/', 'fatedier/frp')"
"('https://', 'ht', 's', '/h4ltorg', '/', 'h4ltorg')"
"('https://', 'ht', 's', '/hayasec/360SafeBrowsergetpass', '/', 'hayasec/360SafeBrowsergetpass')"
"('https://', 'ht', 's', '/k8gege/Ladon', '/', 'k8gege/Ladon')"
"('https://', 'ht', 's', '/lengjibo/RedTeamTools/tree/master/windows/Cobalt%20Strike', '/', 'lengjibo/RedTeamTools/tree/master/windows/Cobalt%20Strike')"
"('https://', 'ht', 's', '/nccgroup/scryingAutomatic', '/', 'nccgroup/scryingAutomatic')"
"('https://', 'ht', 's', '/pandasec888', '/', 'pandasec888')"
"('https://', 'ht', 's', '/pandasec888/taowu-cobalt-strike/blob/master/img/timg.jpg', '/', 'pandasec888/taowu-cobalt-strike/blob/master/img/timg.jpg')"
"('https://', 'ht', 's', '/pandasec888/taowu-cobalt-strike/tree/english', '/', 'pandasec888/taowu-cobalt-strike/tree/english')"
"('https://', 'ht', 's', '/timwhitez/Cobalt-Strike-Aggressor-Scripts', '/', 'timwhitez/Cobalt-Strike-Aggressor-Scripts')"
"('https://', 'ht', 's', '/uknowsec/sharptoolsaggressor', '/', 'uknowsec/sharptoolsaggressor')"
"('https://', 'ht', 's', '/webpack-contrib/style-loader#insertat', '/', 'webpack-contrib/style-loader#insertat')"
"('www.', '', '', '/XML/1998/namespaceinternal', '/', 'XML/1998/namespaceinternal')"
"('www.', '', '', '/XML/1998/namespacexmlnshttp://www.w3.org/2000/xmlns/internal', '/', 'XML/1998/namespacexmlnshttp://www.w3.org/2000/xmlns/internal')"
"('www.', 'ht', '', '', '', '')"
"('www.', 'ht', '', '/1998/Math/MathML', '/', '1998/Math/MathML')"
"('www.', 'ht', '', '/1999/xlink', '/', '1999/xlink')"
"('www.', 'ht', '', '/2000/svg', '/', '2000/svg')"
