                trigger.Exe
            iEnumWbemClassObject = self.iWbemServices.Exe
        if trigger.ExecutionTimeLimit is not None and trigger.Exe
        self.Exe
"            print(f""      {'ExecutionTimeLimit':<30}:   {trigger.Exe"
"            re.compile(r""(bitsadmin(.exe"
"            re.compile(r""(bootcfg(.exe"
"            re.compile(r""(certreq(.exe"
"            re.compile(r""(certutil(.exe"
"            re.compile(r""(cmdkey(.exe"
"            re.compile(r""(driverquery(.exe"
"            re.compile(r""(eventcreate(.exe"
"            re.compile(r""(getmac(.exe"
"            re.compile(r""(gpfixup(.exe"
"            re.compile(r""(gpresult(.exe"
"            re.compile(r""(kitty(.exe"
"            re.compile(r""(mapadmin(.exe"
"            re.compile(r""(mount(.exe"
"            re.compile(r""(net(.exe"
"            re.compile(r""(nfsadmin(.exe"
"            re.compile(r""(openfiles(.exe"
"            re.compile(r""(pscp(.exe"
"            re.compile(r""(psexec(.exe"
"            re.compile(r""(psexec64(.exe"
"            re.compile(r""(putty(.exe"
"            re.compile(r""(schtasks(.exe"
"            re.compile(r""(setx(.exe"
"            re.compile(r""(ssh(.exe"
"            re.compile(r""(systeminfo(.exe"
"            re.compile(r""(takeown(.exe"
"            re.compile(r""(taskkill(.exe"
"            re.compile(r""(tscon(.exe"
"            re.compile(r""(wecutil(.exe"
"            re.compile(r""(winrs(.exe"
"            re.compile(r""(wmic(.exe"
"         ""sahagent.exe"
"        ""kaseya.agentendpoint.exe"
"    print(f""  {'ExecutionTimeLimit':<30}    :   {schtask.Exe"
"= wmi_conn.get_string_value('HKLM', 'SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\App Paths\\chrome.exe"
"a39ef669e4b2"": ""Block credential stealing from the Windows local security authority subsystem (lsass.exe"
