"('1433.', '', '')"
"('360safe.', '', '')"
"('360sd.', '', '')"
"('360tray.', '', '')"
"('AST.', '', '')"
"('AVK.', '', '')"
"('AVWatchService.', '', '')"
"('AYAgent.', '', '')"
"('ArcaTasksService.', '', '')"
"('Assemblies.', '', '')"
"('AssemblyInfo.', '', '')"
"('AvastUI.', '', '')"
"('BKavService.', '', '')"
"('BaiduSd.', '', '')"
"('BaiduSdSvc.', '', '')"
"('BaiduSdTray.', '', '')"
"('Build.', '', '')"
"('CKSoftShiedAntivirus4.', '', '')"
"('CMCTrayIcon.', '', '')"
"('CPU.', '', '')"
"('CSharp.', '', '')"
"('CodeDom.', '', '')"
"('Collections.', '', '')"
"('ComInteropWrapper.', '', '')"
"('Common.', '', '')"
"('Console.', '', '')"
"('CorantiControlCenter32.', '', '')"
"('Core.', '', '')"
"('DUB.', '', '')"
"('Data.', '', '')"
"('DataSetExtensions.', '', '')"
"('DesignTimeResolveAssemblyReferences.', '', '')"
"('Designer.', '', '')"
"('Dr.', '', '')"
"('F-PROT.', '', '-PROT')"
"('FYFireWall.', '', '')"
"('Forms.', '', '')"
"('FortiTray.', '', '')"
"('Frameworkservice.', '', '')"
"('GG.', '', '')"
"('Generic.', '', '')"
"('HwsPanel.', '', '')"
"('Json.', '', '')"
"('K7TSecurity.', '', '')"
"('KSWebShield.', '', '')"
"('KvMonXP.', '', '')"
"('Linq.', '', '')"
"('MPMon.', '', '')"
"('Mcshield.', '', '')"
"('Microsoft.', '', '')"
"('Miner.', '', '')"
"('MongoosaGUI.', '', '')"
"('MsMpEng.', '', '')"
"('MyApplication.', '', '')"
"('NPFMntor.', '', '')"
"('NSystem.', '', '')"
"('Newtonsoft.', '', '')"
"('PSafeSysTray.', '', '')"
"('Program.', '', '')"
"('QQPCRTP.', '', '')"
"('QUHLPSVC.', '', '')"
"('RavMonD.', '', '')"
"('Reflection.', '', '')"
"('RegexOptions.', '', '')"
"('Runtime.', '', '')"
"('SBAMSvc.', '', '')"
"('SNewtonsoft.', '', '')"
"('SPHINX.', '', '')"
"('SafeDogGuardCenter.', '', '')"
"('SafeDogServerUI.', '', '')"
"('SafeDogSiteIIS.', '', '')"
"('SafeDogTray.', '', '')"
"('SavProgress.', '', '')"
"('Serialization.', '', '')"
"('ServUDaemon.', '', '')"
"('Shared.', '', '')"
"('SharpAVKB.', '', '')"
"('SpywareTerminatorShield.', '', '')"
"('StandardInput.', '', '')"
"('StandardOutput.', '', '')"
"('StartInfo.', '', '')"
"('System.', '', '')"
"('TMBMSRV.', '', '')"
"('Tasks.', '', '')"
"('Tbmon.', '', '')"
"('Text.', '', '')"
"('Tools.', '', '')"
"('TrojanHunter.', '', '')"
"('USystem.', '', '')"
"('UnThreat.', '', '')"
"('V3Svc.', '', '')"
"('VisualStudio.', '', '')"
"('WEBSCANX.', '', '')"
"('Xml.', '', '')"
"('ZhuDongFangYu.', '', '')"
"('a2guard.', '', '')"
"('ad-watch.', '', '-watch')"
"('adam.', '', '')"
"('ananwidget.', '', '')"
"('app.', '', '')"
"('args.', '', '')"
"('ashDisp.', '', '')"
"('avcenter.', '', '')"
"('avg.', '', '')"
"('avgaurd.', '', '')"
"('avgnt.', '', '')"
"('avguard.', '', '')"
"('avgwdsvc.', '', '')"
"('avp.', '', '')"
"('baiduansvx.', '', '')"
"('bddownloader.', '', '')"
"('beikesan.', '', '')"
"('c.', '', '')"
"('ccRegVfy.', '', '')"
"('ccSetMgr.', '', '')"
"('ccSvcHst.', '', '')"
"('ccapp.', '', '')"
"('cleaner8.', '', '')"
"('cmd.', '', '')"
"('cpf.', '', '')"
"('cs.', '', '')"
"('csprojResolveAssemblyReference.', '', '')"
"('egui.', '', '')"
"('eguiProxy.', '', '')"
"('ekrn.', '', '')"
"('exe.', '', '')"
"('f-secure.', '', '-secure')"
"('fsavgui.', '', '')"
"('github.', '', '')"
"('hipstray.', '', '')"
"('hws.', '', '')"
"('hwsd.', '', '')"
"('iptray.', '', '')"
"('knsdtray.', '', '')"
"('kpfwtray.', '', '')"
"('ksafe.', '', '')"
"('kvp.', '', '')"
"('kxetray.', '', '')"
"('ma.', '', '')"
"('microsoft.', '', '')"
"('mscoree.', '', '')"
"('mscorlib.', '', '')"
"('mssecess.', '', '')"
"('nspupsvc.', '', '')"
"('outpost.', '', '')"
"('parmor.', '', '')"
"('patray.', '', '')"
"('pfw.', '', '')"
"('proc.', '', '')"
"('program.', '', '')"
"('re.', '', '')"
"('remupd.', '', '')"
"('resultStr.', '', '')"
"('rfwmain.', '', '')"
"('rtvscan.', '', '')"
"('safedog.', '', '')"
"('safedogguardcenter.', '', '')"
"('safedogupdatecenter.', '', '')"
"('sched.', '', '')"
"('se7ensec.', '', '-av')"
"('spidernt.', '', '')"
"('usysdiag.', '', '')"
"('vba32lder.', '', '')"
"('vptray.', '', '')"
"('vsmon.', '', '')"
"('vsserv.', '', '')"
"('wsctrl.', '', '')"
