"[System.Collections.Generic.List`1[[System.Collections.Generic.KeyValuePair`2[[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[[Microsoft.Build.Shared.AssemblyNameExtension, Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a"
"[[System.Collections.Generic.KeyValuePair`2[[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[[System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"
"[assembly: AssemblyCompany("""")"
"[assembly: AssemblyConfiguration("""")"
"[assembly: AssemblyCulture("""")"
"[assembly: AssemblyDescription("""")"
"[assembly: AssemblyFileVersion(""1.0.0.0"")"
"[assembly: AssemblyProduct(""SharpAVKB"")"
"[assembly: AssemblyTitle(""SharpAVKB"")"
"[assembly: AssemblyTrademark("""")"
"[assembly: AssemblyVersion(""1.0.*"")"
"[assembly: AssemblyVersion(""1.0.0.0"")"
"[assembly: Guid(""121a56be-6897-4f54-8b01-3df54fb62414"")"
[0
[assembly: ComVisible(false)
[item
