       SharpAVKB.exe
"                Console.WriteLine(""       SharpAVKB.exe"
"                Console.WriteLine(""Usage: SharpAVKB.exe"
"            av_list.Add(""1433.exe"
"            av_list.Add(""360safe.exe"
"            av_list.Add(""360sd.exe"
"            av_list.Add(""360tray.exe"
"            av_list.Add(""AST.exe"
"            av_list.Add(""AVK.exe"
"            av_list.Add(""AVWatchService.exe"
"            av_list.Add(""AYAgent.exe"
"            av_list.Add(""ArcaTasksService.exe"
"            av_list.Add(""AvastUI.exe"
"            av_list.Add(""BKavService.exe"
"            av_list.Add(""BaiduSd.exe"
"            av_list.Add(""BaiduSdSvc.exe"
"            av_list.Add(""BaiduSdTray.exe"
"            av_list.Add(""CKSoftShiedAntivirus4.exe"
"            av_list.Add(""CMCTrayIcon.exe"
"            av_list.Add(""CorantiControlCenter32.exe"
"            av_list.Add(""DUB.exe"
"            av_list.Add(""D_Safe_Manage.exe"
"            av_list.Add(""F-PROT.exe"
"            av_list.Add(""FYFireWall.exe"
"            av_list.Add(""FortiTray.exe"
"            av_list.Add(""Frameworkservice.exe"
"            av_list.Add(""GG.exe"
"            av_list.Add(""HwsPanel.exe"
"            av_list.Add(""Iparmor.exe.exe"
"            av_list.Add(""K7TSecurity.exe"
"            av_list.Add(""KSWebShield.exe"
"            av_list.Add(""KvMonXP.exe"
"            av_list.Add(""MPMon.exe"
"            av_list.Add(""Mcshield.exe"
"            av_list.Add(""Miner.exe"
"            av_list.Add(""MongoosaGUI.exe"
"            av_list.Add(""MsMpEng.exe"
"            av_list.Add(""NPFMntor.exe"
"            av_list.Add(""PSafeSysTray.exe"
"            av_list.Add(""QQPCRTP.exe"
"            av_list.Add(""QUHLPSVC.exe"
"            av_list.Add(""RavMonD.exe"
"            av_list.Add(""SBAMSvc.exe"
"            av_list.Add(""SPHINX.EXE"
"            av_list.Add(""SafeDogGuardCenter.exe"
"            av_list.Add(""SafeDogServerUI.exe"
"            av_list.Add(""SafeDogSiteIIS.exe"
"            av_list.Add(""SafeDogTray.exe"
"            av_list.Add(""SavProgress.exe"
"            av_list.Add(""ServUDaemon.exe"
"            av_list.Add(""SpywareTerminatorShield.exe"
"            av_list.Add(""TMBMSRV.exe"
"            av_list.Add(""Tbmon.exe"
"            av_list.Add(""TrojanHunter.exe"
"            av_list.Add(""UnThreat.exe"
"            av_list.Add(""V3Svc.exe"
"            av_list.Add(""WEBSCANX.EXE"
"            av_list.Add(""ZhuDongFangYu.exe"
"            av_list.Add(""a2guard.exe"
"            av_list.Add(""ad-watch.exe"
"            av_list.Add(""adam.exe"
"            av_list.Add(""ananwidget.exe"
"            av_list.Add(""ashDisp.exe"
"            av_list.Add(""avcenter.exe"
"            av_list.Add(""avg.exe"
"            av_list.Add(""avgaurd.exe"
"            av_list.Add(""avgnt.exe"
"            av_list.Add(""avguard.exe"
"            av_list.Add(""avgwdsvc.exe"
"            av_list.Add(""avp.exe"
"            av_list.Add(""baiduansvx.exe"
"            av_list.Add(""bddownloader.exe"
"            av_list.Add(""beikesan.exe"
"            av_list.Add(""ccRegVfy.exe"
"            av_list.Add(""ccSetMgr.exe"
"            av_list.Add(""ccSvcHst.exe"
"            av_list.Add(""ccapp.exe"
"            av_list.Add(""cleaner8.exe"
"            av_list.Add(""cpf.exe"
"            av_list.Add(""d_manage.exe"
"            av_list.Add(""egui.exe"
"            av_list.Add(""eguiProxy.exe"
"            av_list.Add(""ekrn.exe"
"            av_list.Add(""f-secure.exe"
"            av_list.Add(""fsavgui.exe"
"            av_list.Add(""hipstray.exe"
"            av_list.Add(""hws.exe"
"            av_list.Add(""hws_ui.exe"
"            av_list.Add(""hwsd.exe"
"            av_list.Add(""iptray.exe"
"            av_list.Add(""knsdtray.exe"
"            av_list.Add(""kpfwtray.exe"
"            av_list.Add(""ksafe.exe"
"            av_list.Add(""kxetray.exe"
"            av_list.Add(""mssecess.exe"
"            av_list.Add(""nspupsvc.exe"
"            av_list.Add(""outpost.exe"
"            av_list.Add(""parmor.exe"
"            av_list.Add(""patray.exe"
"            av_list.Add(""pfw.exe"
"            av_list.Add(""remupd.exe"
"            av_list.Add(""rfwmain.exe"
"            av_list.Add(""rtvscan.exe"
"            av_list.Add(""safedog.exe"
"            av_list.Add(""safedogguardcenter.exe"
"            av_list.Add(""safedogupdatecenter.exe"
"            av_list.Add(""sched.exe"
"            av_list.Add(""spidernt.exe"
"            av_list.Add(""usysdiag.exe"
"            av_list.Add(""vba32lder.exe"
"            av_list.Add(""vptray.exe"
"            av_list.Add(""vsmon.exe"
"            av_list.Add(""vsserv.exe"
"            av_list.Add(""wsctrl.exe"
"            av_list.Add(""yunsuo_agent_daemon.exe"
"            av_list.Add(""yunsuo_agent_service.exe"
"            proc.StartInfo.FileName = ""cmd.exe"
### cmd.exe
> SharpAVKB.exe
D:\vscode\c_test\SharpAVKB\SharpAVKB\bin\Debug\SharpAVKB.exe
D:\vscode\c_test\SharpAVKB\SharpAVKB\bin\Release\SharpAVKB.exe
D:\vscode\c_test\SharpAVKB\SharpAVKB\obj\Debug\SharpAVKB.exe
D:\vscode\c_test\SharpAVKB\SharpAVKB\obj\Release\SharpAVKB.exe
Usage: SharpAVKB.exe
execute-assembly /path/to/SharpAVKB.exe
