"('http://', 'ht', '', '', '', '')"
"('https://', 'ht', 's', '', '', '')"
"('https://', 'ht', 's', '/.default', '/', '.default')"
"('https://', 'ht', 's', '/2.1.8/css/dataTables.bootstrap5.min.css', '/', '2.1.8/css/dataTables.bootstrap5.min.css')"
"('https://', 'ht', 's', '/2.1.8/js/dataTables.bootstrap5.min.js', '/', '2.1.8/js/dataTables.bootstrap5.min.js')"
"('https://', 'ht', 's', '/2.1.8/js/dataTables.min.js', '/', '2.1.8/js/dataTables.min.js')"
"('https://', 'ht', 's', '/2.4.0/uicons-bold-rounded/css/uicons-bold-rounded.css', '/', '2.4.0/uicons-bold-rounded/css/uicons-bold-rounded.css')"
"('https://', 'ht', 's', '/2.4.0/uicons-regular-rounded/css/uicons-regular-rounded.css', '/', '2.4.0/uicons-regular-rounded/css/uicons-regular-rounded.css')"
"('https://', 'ht', 's', '/2.4.0/uicons-solid-rounded/css/uicons-solid-rounded.css', '/', '2.4.0/uicons-solid-rounded/css/uicons-solid-rounded.css')"
"('https://', 'ht', 's', '/2021/07/12/ArtOfDeviceCodePhish.html', '/', '2021/07/12/ArtOfDeviceCodePhish.html')"
"('https://', 'ht', 's', '/2024/04/05/graphspy-the-swiss-army-knife-for-attacking-m365-entra', '/', '2024/04/05/graphspy-the-swiss-army-knife-for-attacking-m365-entra')"
"('https://', 'ht', 's', '/Common/oauth2/token?api-version=1.0', '/', 'Common/oauth2/token?api-version=1.0')"
"('https://', 'ht', 's', '/Gerenios/AADInternals', '/', 'Gerenios/AADInternals')"
"('https://', 'ht', 's', '/RedByte1337/GraphSpy', '/', 'RedByte1337/GraphSpy')"
"('https://', 'ht', 's', '/RedByte1337/GraphSpy/wiki', '/', 'RedByte1337/GraphSpy/wiki')"
"('https://', 'ht', 's', '/RedByte1337/GraphSpy/wiki/Execution', '/', 'RedByte1337/GraphSpy/wiki/Execution')"
"('https://', 'ht', 's', '/RedByte1337/GraphSpy/wiki/Installation', '/', 'RedByte1337/GraphSpy/wiki/Installation')"
"('https://', 'ht', 's', '/RedByte1337/GraphSpy/wiki/Release-Notes', '/', 'RedByte1337/GraphSpy/wiki/Release-Notes')"
