"(' ', '-e ""${GREEN}$1${NC}""')"
"(' ', '-e ""${RED}Error: $1${NC}"" >&2')"
"(' ', '-e ""${YELLOW}Warning: $1${NC}""')"
"('\n', '""- Click \'Load unpacked\' and select: $DEFAULT_INSTALL_DIR""')"
"('\n', '""- Enable Developer mode""')"
"('\n', '""- Load the extension in Chrome/Chromium by going to chrome://extensions/""')"
"('\n', '""- Main files installed to: $DEFAULT_INSTALL_DIR""')"
"('\n', '""- Native messaging host configuration: $INSTALL_NMH_DIR/com.webtrufflehog.json""')"
"('\n', '""- Results file location: /tmp/results.json""')"
"('\n', '""Configuring native messaging host...""')"
"('\n', '""Copying files to installation directory...""')"
"('\n', '""Creating installation directories...""')"
"('\n', '""Verifying installation...""')"
"('\n', 'echo ""Installation details:""')"
"('\n', 'echo ""Usage:""')"
