"printf(""%S;%S\\%S\n"", olestr, DomainName, UserName);"
"printf(""%s"", b);"
"printf(""."", iResult);"
"printf(""Buffer sizes incompatible - can't replace"");"
"printf(""COM -> recv failed with error: %d\n"", WSAGetLastError());"
"printf(""COM -> send failed with error: %d\n"", WSAGetLastError());"
"printf(""Error - Unknown NTLM message type..."");"
"printf(""Error getting token type: error code 0x%lx\n"", GetLastError());"
"printf(""Error in AquireCredentialsHandle"");"
"printf(""IStorageTrigger GetMarshalSizeMax\n"");"
"printf(""IStorageTrigger GetUnmarshalClass\n"");"
"printf(""JuicyPotato v%s \n\n"", VERSION);"
"printf(""Mandatory args: \n"""
"printf(""Modifying JuciyPotato by Uknow to support shellcodeloader\nGithub: https://github.com/uknowsec/JuciyPotato \nJuciyPotato by ohpe\nGithub:https://github.com/ohpe/juicy-potato\n\n"");"
"printf(""Modifying JuciyPotato by Uknow to support webshell\nGithub: https://github.com/uknowsec/JuciyPotato \nJuciyPotato by ohpe\nGithub:https://github.com/ohpe/juicy-potato\n\n"");"
"printf(""Optional args: \n"""
"printf(""Priv Adjust FALSE\n"");"
"printf(""Priv Lookup FALSE\n"");"
"printf(""QueryInterface INVALID\n"");"
"printf(""QueryInterface NOINT\n"");"
"printf(""RPC -> recv failed with error: %d\n"", WSAGetLastError());"
"printf(""RPC -> send failed with error: %d\n"", WSAGetLastError());"
"printf(""RPC-> Connection closed\n"");"
"printf(""Testing %S %S\n"", olestr, g_port);"
"printf(""Unable to connect to server!\n"");"
"printf(""WSAStartup failed with error: %d\n"", iResult);"
"printf(""Waiting for auth..."");"
"printf(""Wrong Argument: %s\n"", argv[1]);"
"printf(""[+] Allocation Memory and Write shellcode to the allocated buffer\n"");"
"printf(""[+] Command: %S\n"", command);"
"printf(""[+] CreatePipe failed\n"");"
"printf(""[+] CreatePipe success\n"");"
"printf(""[+] CreateProcess call : <t> CreateProcessWithTokenW\n"");"
"printf(""[+] CreateProcess call : <u> CreateProcessAsUser\n"");"
"printf(""[+] CreateProcessWithTokenW success\n"");"
"printf(""[+] Inject into the suspended thread\n"");"
"printf(""[+] Listening on port:%s\n"", dcom_port);"
"printf(""[+] Process with pid: %d created.\n"", pi.dwProcessId);"
"printf(""[+] Process with pid: %d created.\n==========================================\n\n"", pi.dwProcessId);"
"printf(""[+] Process with pid: %d created.\n==============================\n\n"", pi.dwProcessId);"
"printf(""[+] RPC-> Connection closed\n"");"
"printf(""[+] Resume the suspended thread\n"");"
"printf(""[+] Testing clsid: %S lport: %S\n"", olestr, g_port);"
"printf(""[+] Waiting for auth..."");"
"printf(""[+] clsid: %S\n[+] Domain\\UserName: %S\\%S\n"", olestr, DomainName, UserName);"
"printf(""[+] setup for NTAPI functions\n"");"
"printf(""[-] COM -> recv failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] COM -> send failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] Error - Unknown NTLM message type..."");"
"printf(""[-] Error getting token type: error code 0x%lx\n"", GetLastError());"
"printf(""[-] Priv Lookup FALSE\n"");"
"printf(""[-] RPC -> recv failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] RPC -> send failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] Unable to connect to server!\n"");"
"printf(""[-] WSAStartup failed with error: %d\n"", iResult);"
"printf(""[-] accept failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] bind failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] getaddrinfo failed with error: %d\n"", iResult);"
"printf(""[-] listen failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] shutdown failed with error: %d\n"", WSAGetLastError());"
"printf(""[-] socket failed with error: %ld\n"", WSAGetLastError());"
"printf(""[X] Wrong Argument: %s\n"", argv[1]);"
"printf(""\n[+] CreateProcessAsUser success\n"");"
"printf(""\n[+] CreateProcessWithTokenW success\n"");"
"printf(""\n[+] authresult %d\n"", test->negotiator->authResult);"
"printf(""\n[-] CreateProcessAsUser Failed to create proc: %d\n"", GetLastError());"
"printf(""\n[-] CreateProcessWithTokenW Failed to create proc: %d\n"", GetLastError());"
"printf(""\n\n"");"
"printf(""\n\n[*] QueueUserAPC Inject shellcode completed, enjoy!"");"
"printf(""accept failed with error: %d\n"", WSAGetLastError());"
"printf(""bind failed with error: %d\n"", WSAGetLastError());"
"printf(""getaddrinfo failed with error: %d\n"", iResult);"
"printf(""last iResult:%d\n"", iResult);"
"printf(""listen failed with error: %d\n"", WSAGetLastError());"
"printf(""shutdown failed with error: %d\n"", WSAGetLastError());"
"printf(""socket failed with error: %ld\n"", WSAGetLastError());"
"printf(""startCOMListener bindresult%d\n"", iResult);"
"printf(""startCOMListener iResult ComLisetner:%d\n"", iResult);"
