"('C', 'Program Files (x86)\\Windows Defender Advanced Threat Protection', '')"
"('C', 'Program Files (x86)\\Windows Defender', '')"
"('C', 'Program Files\\Windows Defender Advanced Threat Protection', '')"
"('C', 'Program Files\\Windows Defender', '')"
"('C', 'ProgramData\\Microsoft\\Storage Health', '')"
"('C', 'ProgramData\\Microsoft\\Windows Defender Advanced Threat Protection', '')"
"('C', 'ProgramData\\Microsoft\\Windows Defender', '')"
"('C', 'ProgramData\\Microsoft\\Windows Security Health', '')"
"('C', 'WINDOWS\\System32\\drivers\\wd', '')"
"('C', 'Windows\\Containers\\WindowsDefenderApplicationGuard', '.wim')"
"('C', 'Windows\\Containers\\serviced\\WindowsDefenderApplicationGuard', '.wim')"
"('C', 'Windows\\GameBarPresenceWriter', '')"
"('C', 'Windows\\SysWOW64\\CompatTelRunner', '.exe')"
"('C', 'Windows\\SysWOW64\\DeviceCensus', '.exe')"
"('C', 'Windows\\SysWOW64\\GameBarPresenceWriter', '.exe')"
"('C', 'Windows\\SysWOW64\\WindowsPowerShell\\v1', '.0')"
"('C', 'Windows\\SysWOW64\\smartscreen', '.dll')"
"('C', 'Windows\\SysWOW64\\smartscreen', '.exe')"
"('C', 'Windows\\SysWOW64\\smartscreenps', '.dll')"
"('C', 'Windows\\System32\\DWWIN', '.EXE')"
"('C', 'Windows\\System32\\GameBarPresenceWriter', '.exe')"
"('C', 'Windows\\System32\\HealthAttestationClient', '')"
"('C', 'Windows\\System32\\SecurityAndMaintenance', '.png')"
"('C', 'Windows\\System32\\SecurityAndMaintenance_Error', '.png')"
"('C', 'Windows\\System32\\SecurityHealth', '')"
"('C', 'Windows\\System32\\SecurityHealthAgent', '.dll')"
"('C', 'Windows\\System32\\SecurityHealthCore', '.dll')"
"('C', 'Windows\\System32\\SecurityHealthHost', '.exe')"
"('C', 'Windows\\System32\\SecurityHealthProxyStub', '.dll')"
"('C', 'Windows\\System32\\SecurityHealthService', '.exe')"
"('C', 'Windows\\System32\\SecurityHealthSsoUdk', '.dll')"
"('C', 'Windows\\System32\\SecurityHealthSystray', '.exe')"
"('C', 'Windows\\System32\\SecurityHealthUdk', '.dll')"
"('C', 'Windows\\System32\\Sgrm', '')"
"('C', 'Windows\\System32\\Tasks\\Microsoft\\Windows\\Windows Defender', '')"
"('C', 'Windows\\System32\\Tasks_Migrated\\Microsoft\\Windows\\Windows Defender', '')"
"('C', 'Windows\\System32\\WebThreatDefSvc', '')"
"('C', 'Windows\\System32\\WindowsPowerShell\\v1', '.0')"
"('C', 'Windows\\System32\\drivers\\SgrmAgent', '.sys')"
"('C', 'Windows\\System32\\drivers\\WdBoot', '.sys')"
"('C', 'Windows\\System32\\drivers\\WdDevFlt', '.sys')"
"('C', 'Windows\\System32\\drivers\\WdFilter', '.sys')"
"('C', 'Windows\\System32\\drivers\\WdNisDrv', '.sys')"
"('C', 'Windows\\System32\\smartscreen', '.dll')"
"('C', 'Windows\\System32\\smartscreen', '.exe')"
"('C', 'Windows\\System32\\smartscreenps', '.dll')"
"('C', 'Windows\\System32\\wscadminui', '.exe')"
"('C', 'Windows\\System32\\wscapi', '.dll')"
"('C', 'Windows\\System32\\wscisvif', '.dll')"
"('C', 'Windows\\System32\\wscproxystub', '.dll')"
"('C', 'Windows\\System32\\wscsvc', '.dll')"
"('C', 'Windows\\SystemApps\\Microsoft', '.Window')"
"('C', 'Windows\\WinSxS\\FileMaps\\amd64_windows-defender', '')"
"('C', 'Windows\\WinSxS\\FileMaps\\wow64_windows-defender', '')"
"('C', 'Windows\\WinSxS\\FileMaps\\x86_windows-defender', '')"
"('C', 'Windows\\WinSxS\\amd64_security-octagon', '')"
"('C', 'Windows\\WinSxS\\amd64_windows-defender', '')"
"('C', 'Windows\\WinSxS\\wow64_windows-defender', '')"
"('C', 'Windows\\WinSxS\\x86_windows-defender', '')"
"('C', 'Windows\\bcastdvr', '')"
"('C', 'Windows\\system32\\drivers\\MsSecFlt', '.sys')"
"('C', 'Windows\\system32\\drivers\\MsSecFltWfp', '.sys')"
"('C', 'Windows\\system32\\drivers\\msseccore', '.sys')"
"('E', 'Projects\\Development\\GitHub Repos\\Listed Repos\\windows-defender-remover\\Remove_SecurityComp_moduled\\DisableDevDriveProtection', '.reg')"
"('E', 'Projects\\Development\\GitHub Repos\\Listed Repos\\windows-defender-remover\\Remove_SecurityComp_moduled\\DisableLSAProtection', '.reg')"
"('E', 'Projects\\Development\\GitHub Repos\\Listed Repos\\windows-defender-remover\\Remove_SecurityComp_moduled\\DisableMaintenanceTaskreportinginSecurityHealthUI', '.reg')"
