"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '0', '', '0', '', '', '', '')"
"('', '', '', '', '', '03', '', '03', '', '', '', '')"
"('', '', '', '', '', '036', '', '036', '', '', '', '')"
"('', '', '', '', '', '05', '', '05', '', '', '', '')"
"('', '', '', '', '', '0D', '', '0D', '', '', '', '')"
"('', '', '', '', '', '0F', '', '0F', '', '', '', '')"
"('', '', '', '', '', '0a', '', '0a', '', '', '', '')"
"('', '', '', '', '', '0c', '', '0c', '', '', '', '')"
"('', '', '', '', '', '0f', '', '0f', '', '', '', '')"
"('', '', '', '', '', '1', '', '1', '', '', '', '')"
"('', '', '', '', '', '10', '', '10', '', '', '', '')"
"('', '', '', '', '', '13', '', '13', '', '', '', '')"
"('', '', '', '', '', '18', '', '18', '', '', '', '')"
"('', '', '', '', '', '1B', '', '1B', '', '', '', '')"
"('', '', '', '', '', '1E', '', '1E', '', '', '', '')"
"('', '', '', '', '', '1F', '', '1F', '', '', '', '')"
"('', '', '', '', '', '1d', '', '1d', '', '', '', '')"
"('', '', '', '', '', '2', '', '2', '', '', '', '')"
"('', '', '', '', '', '21', '', '21', '', '', '', '')"
"('', '', '', '', '', '22', '', '22', '', '', '', '')"
"('', '', '', '', '', '26', '', '26', '', '', '', '')"
"('', '', '', '', '', '2A', '', '2A', '', '', '', '')"
"('', '', '', '', '', '2D', '', '2D', '', '', '', '')"
"('', '', '', '', '', '2D44', '', '2D44', '', '', '', '')"
"('', '', '', '', '', '2E', '', '2E', '', '', '', '')"
"('', '', '', '', '', '2EC', '', '2EC', '', '', '', '')"
"('', '', '', '', '', '2a', '', '2a', '', '', '', '')"
"('', '', '', '', '', '3', '', '3', '', '', '', '')"
"('', '', '', '', '', '32', '', '32', '', '', '', '')"
"('', '', '', '', '', '3B', '', '3B', '', '', '', '')"
"('', '', '', '', '', '3a', '', '3a', '', '', '', '')"
"('', '', '', '', '', '4', '', '4', '', '', '', '')"
"('', '', '', '', '', '41', '', '41', '', '', '', '')"
"('', '', '', '', '', '4444', '', '4444', '', '', '', '')"
"('', '', '', '', '', '4f', '', '4f', '', '', '', '')"
"('', '', '', '', '', '5', '', '5', '', '', '', '')"
"('', '', '', '', '', '5A', '', '5A', '', '', '', '')"
"('', '', '', '', '', '5E', '', '5E', '', '', '', '')"
"('', '', '', '', '', '6', '', '6', '', '', '', '')"
"('', '', '', '', '', '61', '', '61', '', '', '', '')"
"('', '', '', '', '', '63', '', '63', '', '', '', '')"
"('', '', '', '', '', '66', '', '66', '', '', '', '')"
"('', '', '', '', '', '6D', '', '6D', '', '', '', '')"
"('', '', '', '', '', '6Ec', '', '6Ec', '', '', '', '')"
"('', '', '', '', '', '6a', '', '6a', '', '', '', '')"
"('', '', '', '', '', '6bA', '', '6bA', '', '', '', '')"
"('', '', '', '', '', '6d', '', '6d', '', '', '', '')"
"('', '', '', '', '', '7', '', '7', '', '', '', '')"
"('', '', '', '', '', '75', '', '75', '', '', '', '')"
"('', '', '', '', '', '7E', '', '7E', '', '', '', '')"
"('', '', '', '', '', '7F1', '', '7F1', '', '', '', '')"
"('', '', '', '', '', '7d', '', '7d', '', '', '', '')"
"('', '', '', '', '', '7e', '', '7e', '', '', '', '')"
"('', '', '', '', '', '7e3', '', '7e3', '', '', '', '')"
"('', '', '', '', '', '8', '', '8', '', '', '', '')"
"('', '', '', '', '', '82', '', '82', '', '', '', '')"
"('', '', '', '', '', '83', '', '83', '', '', '', '')"
"('', '', '', '', '', '84', '', '84', '', '', '', '')"
"('', '', '', '', '', '88', '', '88', '', '', '', '')"
"('', '', '', '', '', '89c', '', '89c', '', '', '', '')"
"('', '', '', '', '', '8A', '', '8A', '', '', '', '')"
"('', '', '', '', '', '8E', '', '8E', '', '', '', '')"
"('', '', '', '', '', '8b', '', '8b', '', '', '', '')"
"('', '', '', '', '', '8f', '', '8f', '', '', '', '')"
"('', '', '', '', '', '9', '', '9', '', '', '', '')"
"('', '', '', '', '', '92', '', '92', '', '', '', '')"
"('', '', '', '', '', '96', '', '96', '', '', '', '')"
"('', '', '', '', '', '97', '', '97', '', '', '', '')"
"('', '', '', '', '', '98', '', '98', '', '', '', '')"
"('', '', '', '', '', '99', '', '99', '', '', '', '')"
"('', '', '', '', '', '9b', '', '9b', '', '', '', '')"
"('', '', '', '', '', '9c2', '', '9c2', '', '', '', '')"
"('', '', '', '', '', 'A', '', 'A', '', '', '', '')"
"('', '', '', '', '', 'A2', '', 'A2', '', '', '', '')"
"('', '', '', '', '', 'A2B', '', 'A2B', '', '', '', '')"
"('', '', '', '', '', 'A9', '', 'A9', '', '', '', '')"
"('', '', '', '', '', 'AA', '', 'AA', '', '', '', '')"
"('', '', '', '', '', 'AB', '', 'AB', '', '', '', '')"
"('', '', '', '', '', 'AFB', '', 'AFB', '', '', '', '')"
"('', '', '', '', '', 'B', '', 'B', '', '', '', '')"
"('', '', '', '', '', 'B2', '', 'B2', '', '', '', '')"
"('', '', '', '', '', 'B64', '', 'B64', '', '', '', '')"
"('', '', '', '', '', 'B8', '', 'B8', '', '', '', '')"
"('', '', '', '', '', 'Bdd', '', 'Bdd', '', '', '', '')"
"('', '', '', '', '', 'Be', '', 'Be', '', '', '', '')"
"('', '', '', '', '', 'Bef', '', 'Bef', '', '', '', '')"
"('', '', '', '', '', 'Bf', '', 'Bf', '', '', '', '')"
"('', '', '', '', '', 'C', '', 'C', '', '', '', '')"
"('', '', '', '', '', 'C6', '', 'C6', '', '', '', '')"
"('', '', '', '', '', 'CA', '', 'CA', '', '', '', '')"
"('', '', '', '', '', 'CaB', '', 'CaB', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'D0', '', 'D0', '', '', '', '')"
"('', '', '', '', '', 'D1', '', 'D1', '', '', '', '')"
"('', '', '', '', '', 'D74', '', 'D74', '', '', '', '')"
"('', '', '', '', '', 'D8', '', 'D8', '', '', '', '')"
"('', '', '', '', '', 'DF', '', 'DF', '', '', '', '')"
"('', '', '', '', '', 'E', '', 'E', '', '', '', '')"
"('', '', '', '', '', 'EE', '', 'EE', '', '', '', '')"
"('', '', '', '', '', 'EF', '', 'EF', '', '', '', '')"
"('', '', '', '', '', 'Eb', '', 'Eb', '', '', '', '')"
"('', '', '', '', '', 'Ec', '', 'Ec', '', '', '', '')"
"('', '', '', '', '', 'Ef9', '', 'Ef9', '', '', '', '')"
"('', '', '', '', '', 'F', '', 'F', '', '', '', '')"
"('', '', '', '', '', 'F06b', '', 'F06b', '', '', '', '')"
"('', '', '', '', '', 'F5', '', 'F5', '', '', '', '')"
"('', '', '', '', '', 'F7', '', 'F7', '', '', '', '')"
"('', '', '', '', '', 'FBE', '', 'FBE', '', '', '', '')"
"('', '', '', '', '', 'Fb', '', 'Fb', '', '', '', '')"
"('', '', '', '', '', 'Fc', '', 'Fc', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'a2', '', 'a2', '', '', '', '')"
"('', '', '', '', '', 'a256', '', 'a256', '', '', '', '')"
"('', '', '', '', '', 'a3', '', 'a3', '', '', '', '')"
"('', '', '', '', '', 'aA', '', 'aA', '', '', '', '')"
"('', '', '', '', '', 'aC', '', 'aC', '', '', '', '')"
"('', '', '', '', '', 'ac', '', 'ac', '', '', '', '')"
"('', '', '', '', '', 'ad', '', 'ad', '', '', '', '')"
"('', '', '', '', '', 'adB', '', 'adB', '', '', '', '')"
"('', '', '', '', '', 'af9', '', 'af9', '', '', '', '')"
"('', '', '', '', '', 'b', '', 'b', '', '', '', '')"
"('', '', '', '', '', 'b1', '', 'b1', '', '', '', '')"
"('', '', '', '', '', 'b2', '', 'b2', '', '', '', '')"
"('', '', '', '', '', 'b3', '', 'b3', '', '', '', '')"
"('', '', '', '', '', 'b5', '', 'b5', '', '', '', '')"
"('', '', '', '', '', 'b56', '', 'b56', '', '', '', '')"
"('', '', '', '', '', 'b6', '', 'b6', '', '', '', '')"
"('', '', '', '', '', 'b64', '', 'b64', '', '', '', '')"
"('', '', '', '', '', 'bC', '', 'bC', '', '', '', '')"
"('', '', '', '', '', 'bD', '', 'bD', '', '', '', '')"
"('', '', '', '', '', 'ba', '', 'ba', '', '', '', '')"
"('', '', '', '', '', 'bb', '', 'bb', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'c55', '', 'c55', '', '', '', '')"
"('', '', '', '', '', 'c6', '', 'c6', '', '', '', '')"
"('', '', '', '', '', 'c7', '', 'c7', '', '', '', '')"
"('', '', '', '', '', 'cB', '', 'cB', '', '', '', '')"
