"('C', 'CI_WS\\Ws\\198629\\Source\\Costura_Fody\\src\\Costura', '.Templa')"
"('C', 'Program Files (x86)\\Reference Assemblies\\Microsoft\\Framework', '')"
"('C', 'Program Files (x86)\\Reference Assemblies\\Microsoft\\WindowsPowerShell\\3', '.0')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\App', '.config')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\Config', '.cs')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\Program', '.cs')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Debug', '')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release', '')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\Microsoft', '.Bcl')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\Microsoft', '.Identi')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\Microsoft', '.Rest')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\Newtonsoft', '.Json')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\SharpGraphView', '.exe')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\SharpGraphView', '.pdb')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Buffer')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Client')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Diagno')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.IO')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Identi')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Memory')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Numeri')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Runtim')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Securi')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Text')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.Thread')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\bin\\Release\\System', '.ValueT')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\obj\\Debug\\DesignTimeResolveAssemblyReferences', '.cache')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\obj\\Release\\DesignTimeResolveAssemblyReferences', '.cache')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\obj\\Release\\SharpGra', '.20B14D')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\obj\\Release\\SharpGraphView', '.csproj')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\obj\\Release\\SharpGraphView', '.exe')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\obj\\Release\\SharpGraphView', '.pdb')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\SharpGraphView\\packages', '.config')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\Costura', '.Fody')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\Microsoft', '.Bcl')"
"('C', 'Users\\user0\\source\\repos\\SharpGraphView\\packages\\Microsoft', '.Identi')"
