"('', '', '', '', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '0', '', '0', '', '', '', '')"
"('', '', '', '', '', '0001', '', '0001', '', '', '', '')"
"('', '', '', '', '', '0002', '', '0002', '', '', '', '')"
"('', '', '', '', '', '0004', '', '0004', '', '', '', '')"
"('', '', '', '', '', '1', '', '1', '', '', '', '')"
"('', '', '', '', '', '16', '', '16', '', '', '', '')"
"('', '', '', '', '', '32', '', '32', '', '', '', '')"
"('', '', '', '', '', '64', '', '64', '', '', '', '')"
"('', '', '', '', '', '8', '', '8', '', '', '', '')"
"('', '', '', '', '', '80', '', '80', '', '', '', '')"
"('', '', '', '', '', 'A', '', 'A', '', '', '', '')"
"('', '', '', '', '', 'AC', '', 'AC', '', '', '', '')"
"('', '', '', '', '', 'B', '', 'B', '', '', '', '')"
"('', '', '', '', '', 'BAC', '', 'BAC', '', '', '', '')"
"('', '', '', '', '', 'C', '', 'C', '', '', '', '')"
"('', '', '', '', '', 'CA', '', 'CA', '', '', '', '')"
"('', '', '', '', '', 'CE', '', 'CE', '', '', '', '')"
"('', '', '', '', '', 'D', '', 'D', '', '', '', '')"
"('', '', '', '', '', 'De', '', 'De', '', '', '', '')"
"('', '', '', '', '', 'Deb', '', 'Deb', '', '', '', '')"
"('', '', '', '', '', 'E', '', 'E', '', '', '', '')"
"('', '', '', '', '', 'EA', '', 'EA', '', '', '', '')"
"('', '', '', '', '', 'EAD', '', 'EAD', '', '', '', '')"
"('', '', '', '', '', 'EADE', '', 'EADE', '', '', '', '')"
"('', '', '', '', '', 'EC', '', 'EC', '', '', '', '')"
"('', '', '', '', '', 'ED', '', 'ED', '', '', '', '')"
"('', '', '', '', '', 'F', '', 'F', '', '', '', '')"
"('', '', '', '', '', 'FFE', '', 'FFE', '', '', '', '')"
"('', '', '', '', '', 'a', '', 'a', '', '', '', '')"
"('', '', '', '', '', 'ad', '', 'ad', '', '', '', '')"
"('', '', '', '', '', 'ada', '', 'ada', '', '', '', '')"
"('', '', '', '', '', 'add', '', 'add', '', '', '', '')"
"('', '', '', '', '', 'b', '', 'b', '', '', '', '')"
"('', '', '', '', '', 'ba', '', 'ba', '', '', '', '')"
"('', '', '', '', '', 'c', '', 'c', '', '', '', '')"
"('', '', '', '', '', 'ce', '', 'ce', '', '', '', '')"
"('', '', '', '', '', 'd', '', 'd', '', '', '', '')"
"('', '', '', '', '', 'da', '', 'da', '', '', '', '')"
"('', '', '', '', '', 'de', '', 'de', '', '', '', '')"
"('', '', '', '', '', 'e', '', 'e', '', '', '', '')"
"('', '', '', '', '', 'eF', '', 'eF', '', '', '', '')"
"('', '', '', '', '', 'ea', '', 'ea', '', '', '', '')"
"('', '', '', '', '', 'ead', '', 'ead', '', '', '', '')"
"('', '', '', '', '', 'eade', '', 'eade', '', '', '', '')"
"('', '', '', '', '', 'ec', '', 'ec', '', '', '', '')"
"('', '', '', '', '', 'ed', '', 'ed', '', '', '', '')"
"('', '', '', '', '', 'ee', '', 'ee', '', '', '', '')"
"('', '', '', '', '', 'f', '', 'f', '', '', '', '')"
"('', '', '', '', '', 'fa', '', 'fa', '', '', '', '')"
"('', '', '', '', '', 'ff', '', 'ff', '', '', '', '')"
"('', '', '', '', '', 'ffe', '', 'ffe', '', '', '', '')"
"('0::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('2::', '', '', ':', '', '', '', '', '', '', '', '')"
"('32::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('64::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('8::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('::', '::', '', '', '', '', '', '', '', '', '', '')"
"('::', '::', '', '', '', 'A', '', 'A', '', '', '', '')"
"('::', '::', '', '', '', 'B', '', 'B', '', '', '', '')"
"('::', '::', '', '', '', 'C', '', 'C', '', '', '', '')"
"('::', '::', '', '', '', 'a', '', 'a', '', '', '', '')"
"('::', '::', '', '', '', 'b', '', 'b', '', '', '', '')"
"('::', '::', '', '', '', 'c', '', 'c', '', '', '', '')"
"('::', '::', '', '', '', 'd', '', 'd', '', '', '', '')"
"('::', '::', '', '', '', 'dec', '', 'dec', '', '', '', '')"
"('::', '::', '', '', '', 'defa', '', 'defa', '', '', '', '')"
"('::', '::', '', '', '', 'f', '', 'f', '', '', '', '')"
"('E::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('ED0::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('ED::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('a::', '', '', ':', '', '', '', '', '', '', '', '')"
"('a::', '', '', ':', '', 'C', '', 'C', '', '', '', '')"
"('a::', '', '', ':', '', 'De', '', 'De', '', '', '', '')"
"('bc::', '', '', ':', '', 'c', '', 'c', '', '', '', '')"
"('c::', '', '', ':', '', '', '', '', '', '', '', '')"
"('d::', '', '', ':', '', '', '', '', '', '', '', '')"
"('e64::', '', '', ':', '', 'e', '', 'e', '', '', '', '')"
"('e::', '', '', ':', '', '', '', '', '', '', '', '')"
"('e::', '', '', ':', '', 'c', '', 'c', '', '', '', '')"
"('e::', '', '', ':', '', 'ca', '', 'ca', '', '', '', '')"
"('e::', '', '', ':', '', 'd', '', 'd', '', '', '', '')"
"('ead::', '', '', ':', '', '', '', '', '', '', '', '')"
"('ec::', '', '', ':', '', '', '', '', '', '', '', '')"
"('ec::', '', '', ':', '', 'defa', '', 'defa', '', '', '', '')"
"('f::', '', '', ':', '', '', '', '', '', '', '', '')"
