"`           | string           | Describes what kind of error this is.  This is intended for programmatic use to distinguish between different kinds of errors.  Note that in modern versions of Node.js, this name is ignored in the "
"`         | boolean          | If true, then "
"`  <i class=""fa fa-paper-plane""></i> <span style=""color:green;"">Proxy On</span>"
"` ""+(""supplied to "
"` ${cvalarr[1]}${lenstr} ${notnull} ${auto_inc_str},\n"
"` %s. Previous style: %s. Mutated style: %s.', componentName, owner ? 'of "
"` ' + 'method, but "
"` (Boolean). Optional, default true. Set this to "
"` (MS-DOS format, see "
"` (and you probably don't), save it in a variable and call "
"` (base 10), or "
"` (base 2), "
"` (base 8), "
"` (boolean, the schema of "
"` (default) to wrap script into CommonJS wrapper, "
"` (e.g. 'CHMOD 755 foo', 'QUOTA') using SITE. "
"` (i.e. can't parse this date string), "
"` (not followed by 1-9), "
"` (on 64-bit architectures, "
"` (optional): hook you can use to transform data after it was serialized and before it is written to disk. Can be used for example to encrypt data before writing database to disk. This function takes a string as parameter (one line of an NeDB data file) and outputs the transformed string, **which must absolutely not contain a "
"` (optional): if you use autoloading, this is the handler called after the "
"` (optional): path to the file where the data is persisted. If left blank, the datastore is automatically considered in-memory only. It cannot end with a "
"` (optional, **DEPRECATED**): if you are using NeDB from whithin a Node Webkit app, specify its name (the same one you use in the "
"` (optional, defaults to "
"` (string used to separate errors, "", "" by default) and "
"` (type(s) which the keyword applies to), "
"` (used to calculate the signature date if given, otherwise "
"` (which has a 1ms precision, same as "
"` *, "
"` *property*, viz. "
"` + LANG[""prompt""]["
"` - (Number between 0-9999) additional time, in 100-nanosecond units. Ignored if "
"` - Array of allowed external modules. Also supports wildcards, so specifying "
"` - In non-strict mode, "
"` - No more data for a while, please.  This also prevents "
"` - To gracefully handle errors, assign a listener to the "
"` - a group of any lower or upper case letters, numbers, underscores, or dollar signs - eg. "
"` - all additional properties are removed, regardless of "
"` - an HTTP proxy to be used. Supports proxy Auth with Basic Auth, identical to support for the "
"` - an array of unknown format names that will be ignored. This option can be used to allow usage of third party schemas with format(s) for which you don't have definitions, but still fail if another unknown format is used. If "
"` - an object describing which agents to use for the request. If this option is omitted the request will use the global agent (as long as your options allow for it). Otherwise, request will search the pool for your custom agent. If no custom agent is found, a new agent will be created and added to the pool. **Note:** "
"` - entity body for PATCH, POST and PUT requests. Must be a "
"` - for example, with "
"` - function - if present, will be called with "
"` - if set, the "
"` - if true, use "
"` - in addition to missing or undefined, use defaults for properties and items that are equal to "
"` - leave out if you don't know, otherwise "
"` - the name of the error as a ""bumpy case"", i.e. "
"` - the parsed options, each key is a camelCase version of the option name (specified in dash-case), and each value is the processed value for that option. Positional values are in an array under the "
"` - the status code of the error, defaulting to "
"` - the status code of the error, mirroring "
"` - when passed an object or a querystring, this sets "
"` - when true, populate "
"` -- Optional String, format to use, valid options are "
"` -- String name of format to use, for valid options see "
"` -- String name of hash algorithm to use, valid options are "
"` -- String, only one set based on value of "
"` -- String, set to either "
"` -- String, the entity this fingerprint identifies, either "
"` -- String, the type of hash the fingerprint uses, either "
"` -- String, type of key to derive, either "
"` -- String, type of key to generate. Currently supported are "
"` -- a String, either "
"` -- a String, format to use, one of "
"` -- an Array of Objects, DN components with "
"` -- an optional String, output format, one of "
"` -- optional String, for "
"` /etc/passwd | cut -d \\"":\\"" -f5 | cut -d \\"",\\"" -f1"")"
"` 2022 and later, "
"` 3, "
"` 5 times, and then "
"` : (cvalarr[3] == ""0"" ? """": "
"` => on write, json files now have "
"` API, e.g. accessing "
"` API. Supports serialization, "
"` APIs, "
"` Allow absolute paths, paths containing "
"` Allow absolute paths.  By default, "
"` By default, "
"` By default, if you set a "
"` If true, tar will set the "
"` ORDER BY 1 DESC LIMIT 0,20;"
"` T""_"
"` URL parsing to allow empty contents, e.g. "
"` a string is more accurate, and you can be explicit by using the "
"` again, for right-to-left execution. We start by _parsing_ the selector, which means we turn the selector into an array of the building-blocks of the selector, so we can distinguish them easily. That's what the ["
"` allows for a slightly wider range of configurations, the recommended way is via "
"` an optional second argument, "
"` ancestor, "
"` and an option contains an array value and is repeated, the subsequent values for the flag will be appended rather than overwriting the original value - eg. option "
"` and an option contains an object value and is repeated, the subsequent values for the flag will be merged rather than overwriting the original value - eg. option "
"` and moves all\n    // elements that are less than or equal to the pivot to the before it, and\n    // all the elements that are greater than it after it. The effect is that\n    // once partition is done, the pivot is in the exact place it will be when\n    // the array is put in sorted order, and it will not need to be moved\n    // again. This runs in O(n) time.\n\n    // Always choose a random pivot so that an input array which is reverse\n    // sorted does not cause O(n^2) running time.\n    var pivotIndex = randomIntInRange(p, r);\n    var i = p - 1;\n\n    swap(ary, pivotIndex, r);\n    var pivot = ary[r];\n\n    // Immediately after "
"` and moves all\n\t    // elements that are less than or equal to the pivot to the before it, and\n\t    // all the elements that are greater than it after it. The effect is that\n\t    // once partition is done, the pivot is in the exact place it will be when\n\t    // the array is put in sorted order, and it will not need to be moved\n\t    // again. This runs in O(n) time.\n\t\n\t    // Always choose a random pivot so that an input array which is reverse\n\t    // sorted does not cause O(n^2) running time.\n\t    var pivotIndex = randomIntInRange(p, r);\n\t    var i = p - 1;\n\t\n\t    swap(ary, pivotIndex, r);\n\t    var pivot = ary[r];\n\t\n\t    // Immediately after "
"` and the option is used, and there is another option which is required but not set, it will override the need for the required option and there will be no error - this is useful if you have required options and want to use "
"` and the virtual console, they are no longer included in the initialization process. This results in two changes to "
"` and up to, but not including, "
"` are arrays that hold the\n// parsed mapping coordinates from the source map's \""mappings\"" attribute. They\n// are lazily instantiated, accessed via the "
"` are arrays that hold the\n\t// parsed mapping coordinates from the source map's \""mappings\"" attribute. They\n\t// are lazily instantiated, accessed via the "
"` are available as separate packages, ["
"` are no longer dependences, should now appease people who wanted "
"` are parsed as a String, eg. "
"` are set, they will be used to proxy non-SSL requests that do not have an explicit "
"` are specified, the allocated "
"` are stripped from subpatterns if both are present, which allows embedding independently useful anchored patterns. "
"` argument is not specified, "
"` argument is optional, but must be a _synchronous_ "
"` argument is optional, but should be an instance of "
"` array with the same numbers, set the "
"` array, or a "
"` as declaration nodes, not expressions. This means that class and function declarations nodes can now have "
"` as mentioned above, or set "
"` as the first argument, or use "
"` as the request body, defaulting the "
"` as their URL, instead of trying to infer some type of file URL from the call site (in Node.js) or using "
"` as we go, then subtract off its starting\n\t\t// value at the end to obtain "
"` at all, and migrating to promises by calling "
"` at the top level is deprecated, use it as either a per-option option, or set them in the "
"` attribute -- or, by default, the "
"` attribute, or certain elements with a "
"` attribute, will cause properties to show up on the "
"` attributes, and have the appropriate default values of "
"` attributes, e.g. "
"` be the number of input code\n\t// points before the last delimiter, or "
