"[assembly: AssemblyCompany("""")"
"[assembly: AssemblyConfiguration("""")"
"[assembly: AssemblyCulture("""")"
"[assembly: AssemblyDescription("""")"
"[assembly: AssemblyFileVersion(""1.0.0.0"")"
"[assembly: AssemblyProduct(""SharpEventLog"")"
"[assembly: AssemblyTitle(""SharpEventLog"")"
"[assembly: AssemblyTrademark("""")"
"[assembly: AssemblyVersion(""1.0.*"")"
"[assembly: AssemblyVersion(""1.0.0.0"")"
"[assembly: Guid(""4ed4f849-4ed7-4f81-8ea8-1cac11dfcf3c"")"
[/#p
[0
[assembly: ComVisible(false)
