"('D', 'vscode\\c_test\\SharpEventLog\\SharpEventLog\\bin\\Debug\\SharpEventLog', '.exe')"
"('D', 'vscode\\c_test\\SharpEventLog\\SharpEventLog\\bin\\Debug\\SharpEventLog', '.pdb')"
"('D', 'vscode\\c_test\\SharpEventLog\\SharpEventLog\\obj\\Debug\\SharpEventLog', '.exe')"
"('D', 'vscode\\c_test\\SharpEventLog\\SharpEventLog\\obj\\Debug\\SharpEventLog', '.pdb')"
"('F', 'dd\\tools\\devdiv\\FinalPublicKey', '.snk')"
"('c', '1C', '')"
"('d', 'vscode\\c_test\\SharpEventLog\\SharpEventLog\\Program', '.cs')"
"('d', 'vscode\\c_test\\SharpEventLog\\SharpEventLog\\obj\\Debug\\SharpEventLog', '.pdb')"
"('d', 'vscode\\c_test\\sharpeventlog\\sharpeventlog\\program', '.cs')"
"('f', 'binaries\\Intermediate\\vsproject\\vshostneutral', '.csproj')"
