"('C', 'Program Files\\Bitdefender\\Bitdefender Security\\atcuf\\dlls_267396668276705800\\atcuf64', '.dll')"
"('C', 'Program Files\\Bitdefender\\Bitdefender Security\\bdhkm\\dlls_266864023745032704\\bdhkm64', '.dll')"
"('C', 'Users\\user\\Desktop', '')"
"('C', 'Windows\\SYSTEM32\\VCRUNTIME140', '.dll')"
"('C', 'Windows\\SYSTEM32\\ntdll', '.dll')"
"('C', 'Windows\\System32\\KERNEL32', '.DLL')"
"('C', 'Windows\\System32\\KERNELBASE', '.dll')"
"('C', 'Windows\\System32\\ucrtbase', '.dll')"
"('X', 't', '')"
"('k', 'n\\n', '')"
"('s', 'n', '')"
"('y', 'n\\n', '')"
